"miR" "testes" "sample_num"
"715" "hsa-miR-3921" 0 57
"716" "hsa-miR-3922" 0 57
"717" "hsa-miR-3923" 0 57
"718" "hsa-miR-3924" 0 57
"719" "hsa-miR-3925" 0 57
"720" "hsa-miR-3926" 0 57
"721" "hsa-miR-3927" 0 57
"722" "hsa-miR-3928" 0 57
"723" "hsa-miR-3929" 0 57
"724" "hsa-miR-3934" 0 57
"725" "hsa-miR-3935" 0 57
"726" "hsa-miR-3936" 0 57
"727" "hsa-miR-3937" 0 57
"728" "hsa-miR-3938" 0 57
"729" "hsa-miR-3939" 0 57
"730" "hsa-miR-3940" 0 57
"731" "hsa-miR-3941" 0 57
"732" "hsa-miR-3942" 0 57
"733" "hsa-miR-3943" 0 57
"734" "hsa-miR-3944" 0 57
"735" "hsa-miR-3945" 0 57
"736" "hsa-miR-409-3p" 0 57
"737" "hsa-miR-409-5p" 1 57
"738" "hsa-miR-410" 0 57
"739" "hsa-miR-411" 0 57
"740" "hsa-miR-411*" 0 57
"741" "hsa-miR-412" 0 57
"742" "hsa-miR-421" 1 57
"743" "hsa-miR-422a" 0 57
"744" "hsa-miR-423-3p" 0 57
"745" "hsa-miR-423-5p" 0 57
"746" "hsa-miR-424" 1 57
"747" "hsa-miR-424*" 0 57
"748" "hsa-miR-425" 1 57
"749" "hsa-miR-425*" 0 57
"750" "hsa-miR-4251" 0 57
"751" "hsa-miR-4252" 0 57
"752" "hsa-miR-4253" 0 57
"753" "hsa-miR-4254" 0 57
"754" "hsa-miR-4255" 0 57
"755" "hsa-miR-4256" 0 57
"756" "hsa-miR-4257" 0 57
"757" "hsa-miR-4258" 0 57
"758" "hsa-miR-4259" 0 57
"759" "hsa-miR-4260" 0 57
"760" "hsa-miR-4261" 0 57
"761" "hsa-miR-4262" 0 57
"762" "hsa-miR-4263" 0 57
"763" "hsa-miR-4264" 0 57
"764" "hsa-miR-4265" 0 57
"765" "hsa-miR-4266" 0 57
"766" "hsa-miR-4267" 0 57
"767" "hsa-miR-4268" 0 57
"768" "hsa-miR-4269" 0 57
"769" "hsa-miR-4270" 0 57
"770" "hsa-miR-4271" 0 57
"771" "hsa-miR-4272" 0 57
"772" "hsa-miR-4273" 0 57
"773" "hsa-miR-4274" 0 57
"774" "hsa-miR-4275" 0 57
"775" "hsa-miR-4276" 0 57
"776" "hsa-miR-4277" 0 57
"777" "hsa-miR-4278" 0 57
"778" "hsa-miR-4279" 0 57
"779" "hsa-miR-4280" 0 57
"780" "hsa-miR-4281" 0 57
"781" "hsa-miR-4282" 0 57
"782" "hsa-miR-4283" 0 57
"783" "hsa-miR-4284" 0 57
"784" "hsa-miR-4285" 0 57
"785" "hsa-miR-4286" 0 57
"786" "hsa-miR-4287" 0 57
"787" "hsa-miR-4288" 0 57
"788" "hsa-miR-4289" 0 57
"789" "hsa-miR-429" 0 57
"790" "hsa-miR-4290" 0 57
"791" "hsa-miR-4291" 0 57
"792" "hsa-miR-4292" 0 57
"793" "hsa-miR-4293" 0 57
"794" "hsa-miR-4294" 0 57
"795" "hsa-miR-4295" 0 57
"796" "hsa-miR-4296" 0 57
"797" "hsa-miR-4297" 0 57
"798" "hsa-miR-4298" 0 57
"799" "hsa-miR-4299" 0 57
"800" "hsa-miR-4300" 0 57
"801" "hsa-miR-4301" 0 57
"802" "hsa-miR-4302" 0 57
"803" "hsa-miR-4303" 0 57
"804" "hsa-miR-4304" 0 57
"805" "hsa-miR-4305" 0 57
"806" "hsa-miR-4306" 0 57
"807" "hsa-miR-4307" 0 57
"808" "hsa-miR-4308" 0 57
"809" "hsa-miR-4309" 0 57
"810" "hsa-miR-431" 1 57
"811" "hsa-miR-431*" 1 57
"812" "hsa-miR-4310" 0 57
"813" "hsa-miR-4311" 0 57
"814" "hsa-miR-4312" 0 57
"815" "hsa-miR-4313" 0 57
"816" "hsa-miR-4314" 0 57
"817" "hsa-miR-4315" 0 57
"818" "hsa-miR-4316" 0 57
"819" "hsa-miR-4317" 0 57
"820" "hsa-miR-4318" 0 57
"821" "hsa-miR-4319" 0 57
"822" "hsa-miR-432" 0 57
"823" "hsa-miR-432*" 1 57
"824" "hsa-miR-4320" 0 57
"825" "hsa-miR-4321" 0 57
"826" "hsa-miR-4322" 0 57
"827" "hsa-miR-4323" 0 57
"828" "hsa-miR-4324" 0 57
"829" "hsa-miR-4325" 0 57
"830" "hsa-miR-4326" 0 57
"831" "hsa-miR-4327" 0 57
"832" "hsa-miR-4328" 0 57
"833" "hsa-miR-4329" 0 57
"834" "hsa-miR-433" 1 57
"835" "hsa-miR-4330" 0 57
"836" "hsa-miR-448" 0 57
"837" "hsa-miR-449a" 0 57
"838" "hsa-miR-449b" 0 57
"839" "hsa-miR-449b*" 0 57
"840" "hsa-miR-449c" 0 57
"841" "hsa-miR-449c*" 0 57
"842" "hsa-miR-450a" 0 57
"843" "hsa-miR-450b-3p" 1 57
"844" "hsa-miR-450b-5p" 0 57
"845" "hsa-miR-451" 1 57
"846" "hsa-miR-452" 0 57
"847" "hsa-miR-452*" 0 57
"848" "hsa-miR-454" 1 57
"849" "hsa-miR-454*" 0 57
"850" "hsa-miR-455-3p" 1 57
"851" "hsa-miR-455-5p" 0 57
"852" "hsa-miR-466" 0 57
"853" "hsa-miR-483-3p" 0 57
"854" "hsa-miR-483-5p" 0 57
"855" "hsa-miR-484" 0 57
"856" "hsa-miR-485-3p" 0 57
"857" "hsa-miR-485-5p" 0 57
"858" "hsa-miR-486-3p" 0 57
"859" "hsa-miR-486-5p" 0 57
"860" "hsa-miR-487a" 1 57
"861" "hsa-miR-487b" 0 57
"862" "hsa-miR-488" 1 57
"863" "hsa-miR-488*" 0 57
"864" "hsa-miR-489" 0 57
"865" "hsa-miR-490-3p" 0 57
"866" "hsa-miR-490-5p" 0 57
"867" "hsa-miR-491-3p" 0 57
"868" "hsa-miR-491-5p" 0 57
"869" "hsa-miR-492" 0 57
"870" "hsa-miR-493" 0 57
"871" "hsa-miR-493*" 0 57
"872" "hsa-miR-494" 1 57
"873" "hsa-miR-495" 0 57
"874" "hsa-miR-496" 0 57
"875" "hsa-miR-497" 1 57
"876" "hsa-miR-497*" 1 57
"877" "hsa-miR-498" 0 57
"878" "hsa-miR-499-3p" 0 57
"879" "hsa-miR-499-5p" 0 57
"880" "hsa-miR-500a" 0 57
"881" "hsa-miR-500a*" 0 57
"882" "hsa-miR-500b" 0 57
"883" "hsa-miR-501-3p" 0 57
"884" "hsa-miR-501-5p" 0 57
"885" "hsa-miR-502-3p" 1 57
"886" "hsa-miR-502-5p" 0 57
"887" "hsa-miR-503" 0 57
"888" "hsa-miR-504" 0 57
"889" "hsa-miR-505" 1 57
"890" "hsa-miR-505*" 0 57
"891" "hsa-miR-506" 0 57
"892" "hsa-miR-507" 1 57
"893" "hsa-miR-508-3p" 0 57
"894" "hsa-miR-508-5p" 0 57
"895" "hsa-miR-509-3-5p" 0 57
"896" "hsa-miR-509-3p" 0 57
"897" "hsa-miR-509-5p" 1 57
"898" "hsa-miR-510" 1 57
"899" "hsa-miR-511" 1 57
"900" "hsa-miR-512-3p" 0 57
"901" "hsa-miR-512-5p" 0 57
"902" "hsa-miR-513a-3p" 0 57
"903" "hsa-miR-513a-5p" 0 57
"904" "hsa-miR-513b" 1 57
"905" "hsa-miR-513c" 0 57
"906" "hsa-miR-514" 2 57
"907" "hsa-miR-514b-3p" 0 57
"908" "hsa-miR-514b-5p" 2 57
"909" "hsa-miR-515-3p" 0 57
"910" "hsa-miR-515-5p" 1 57
"911" "hsa-miR-516a-3p" 0 57
"912" "hsa-miR-516a-5p" 0 57
"913" "hsa-miR-516b" 1 57
"914" "hsa-miR-516b*" 0 57
"915" "hsa-miR-517*" 0 57
"916" "hsa-miR-517a" 1 57
"917" "hsa-miR-517b" 0 57
"918" "hsa-miR-517c" 0 57
"919" "hsa-miR-518a-3p" 0 57
"920" "hsa-miR-518a-5p" 0 57
"921" "hsa-miR-518b" 1 57
"922" "hsa-miR-518c" 0 57
"923" "hsa-miR-518c*" 0 57
"924" "hsa-miR-518d-3p" 1 57
"925" "hsa-miR-518d-5p" 0 57
"926" "hsa-miR-518e" 0 57
"927" "hsa-miR-518e*" 0 57
"928" "hsa-miR-518f" 0 57
"929" "hsa-miR-518f*" 1 57
"930" "hsa-miR-519a" 0 57
"931" "hsa-miR-519a*" 0 57
"932" "hsa-miR-519b-3p" 0 57
"933" "hsa-miR-519b-5p" 0 57
"934" "hsa-miR-519c-3p" 0 57
"935" "hsa-miR-519c-5p" 0 57
"936" "hsa-miR-519d" 0 57
"937" "hsa-miR-519e" 0 57
"938" "hsa-miR-519e*" 0 57
"939" "hsa-miR-520a-3p" 0 57
"940" "hsa-miR-520a-5p" 0 57
"941" "hsa-miR-520b" 0 57
"942" "hsa-miR-520c-3p" 0 57
"943" "hsa-miR-520c-5p" 0 57
"944" "hsa-miR-520d-3p" 0 57
"945" "hsa-miR-520d-5p" 0 57
"946" "hsa-miR-520e" 0 57
"947" "hsa-miR-520f" 0 57
"948" "hsa-miR-520g" 1 57
"949" "hsa-miR-520h" 0 57
"950" "hsa-miR-521" 0 57
"951" "hsa-miR-522" 1 57
"952" "hsa-miR-522*" 0 57
"953" "hsa-miR-523" 1 57
"954" "hsa-miR-523*" 0 57
"955" "hsa-miR-524-3p" 1 57
"956" "hsa-miR-524-5p" 0 57
"957" "hsa-miR-525-3p" 0 57
"958" "hsa-miR-525-5p" 0 57
"959" "hsa-miR-526a" 0 57
"960" "hsa-miR-526b" 0 57
"961" "hsa-miR-526b*" 0 57
"962" "hsa-miR-527" 0 57
"963" "hsa-miR-532-3p" 0 57
"964" "hsa-miR-532-5p" 0 57
"965" "hsa-miR-539" 0 57
"966" "hsa-miR-541" 0 57
"967" "hsa-miR-541*" 1 57
"968" "hsa-miR-542-3p" 0 57
"969" "hsa-miR-542-5p" 1 57
"970" "hsa-miR-543" 0 57
"971" "hsa-miR-544" 0 57
"972" "hsa-miR-544b" 0 57
"973" "hsa-miR-545" 0 57
"974" "hsa-miR-545*" 0 57
"975" "hsa-miR-548a-3p" 0 57
"976" "hsa-miR-548a-5p" 0 57
"977" "hsa-miR-548aa" 0 57
"978" "hsa-miR-548b-3p" 0 57
"979" "hsa-miR-548b-5p" 0 57
"980" "hsa-miR-548c-3p" 0 57
"981" "hsa-miR-548c-5p" 0 57
"982" "hsa-miR-548d-3p" 0 57
"983" "hsa-miR-548d-5p" 0 57
"984" "hsa-miR-548e" 0 57
"985" "hsa-miR-548f" 0 57
"986" "hsa-miR-548g" 0 57
"987" "hsa-miR-548h" 0 57
"988" "hsa-miR-548i" 0 57
"989" "hsa-miR-548j" 0 57
"990" "hsa-miR-548k" 0 57
"991" "hsa-miR-548l" 0 57
"992" "hsa-miR-548m" 0 57
"993" "hsa-miR-548n" 0 57
"994" "hsa-miR-548o" 0 57
"995" "hsa-miR-548p" 0 57
"996" "hsa-miR-548q" 0 57
"997" "hsa-miR-548s" 0 57
"998" "hsa-miR-548t" 0 57
"999" "hsa-miR-548u" 0 57
"1000" "hsa-miR-548v" 0 57
"1001" "hsa-miR-548w" 1 57
"1002" "hsa-miR-548x" 1 57
"1003" "hsa-miR-548y" 0 57
"1004" "hsa-miR-548z" 0 57
"1005" "hsa-miR-549" 0 57
"1006" "hsa-miR-550a" 0 57
"1007" "hsa-miR-550a*" 0 57
"1008" "hsa-miR-550b" 0 57
"1009" "hsa-miR-551a" 0 57
"1010" "hsa-miR-551b" 0 57
"1011" "hsa-miR-551b*" 0 57
"1012" "hsa-miR-552" 0 57
"1013" "hsa-miR-553" 0 57
"1014" "hsa-miR-554" 0 57
"1015" "hsa-miR-555" 0 57
"1016" "hsa-miR-556-3p" 0 57
"1017" "hsa-miR-556-5p" 0 57
"1018" "hsa-miR-557" 0 57
"1019" "hsa-miR-558" 0 57
"1020" "hsa-miR-559" 0 57
"1021" "hsa-miR-561" 0 57
"1022" "hsa-miR-562" 0 57
"1023" "hsa-miR-563" 0 57
"1024" "hsa-miR-564" 0 57
"1025" "hsa-miR-566" 0 57
"1026" "hsa-miR-567" 0 57
"1027" "hsa-miR-568" 0 57
"1028" "hsa-miR-569" 0 57
"1029" "hsa-miR-570" 0 57
"1030" "hsa-miR-571" 0 57
"1031" "hsa-miR-572" 0 57
"1032" "hsa-miR-573" 0 57
"1033" "hsa-miR-574-3p" 1 57
"1034" "hsa-miR-574-5p" 0 57
"1035" "hsa-miR-575" 0 57
"1036" "hsa-miR-576-3p" 1 57
"1037" "hsa-miR-576-5p" 0 57
"1038" "hsa-miR-577" 0 57
"1039" "hsa-miR-578" 0 57
"1040" "hsa-miR-579" 0 57
"1041" "hsa-miR-580" 0 57
"1042" "hsa-miR-581" 0 57
"1043" "hsa-miR-582-3p" 0 57
"1044" "hsa-miR-582-5p" 0 57
"1045" "hsa-miR-583" 0 57
"1046" "hsa-miR-584" 0 57
"1047" "hsa-miR-585" 0 57
"1048" "hsa-miR-586" 0 57
"1049" "hsa-miR-587" 0 57
"1050" "hsa-miR-588" 0 57
"1051" "hsa-miR-589" 0 57
"1052" "hsa-miR-589*" 1 57
"1053" "hsa-miR-590-3p" 0 57
"1054" "hsa-miR-590-5p" 0 57
"1055" "hsa-miR-591" 0 57
"1056" "hsa-miR-592" 1 57
"1057" "hsa-miR-593" 0 57
"1058" "hsa-miR-593*" 0 57
"1059" "hsa-miR-595" 0 57
"1060" "hsa-miR-596" 0 57
"1061" "hsa-miR-597" 0 57
"1062" "hsa-miR-598" 0 57
"1063" "hsa-miR-599" 0 57
"1064" "hsa-miR-600" 0 57
"1065" "hsa-miR-601" 0 57
"1066" "hsa-miR-602" 0 57
"1067" "hsa-miR-603" 0 57
"1068" "hsa-miR-604" 0 57
"1069" "hsa-miR-605" 0 57
"1070" "hsa-miR-606" 0 57
"1071" "hsa-miR-607" 0 57
"1072" "hsa-miR-608" 0 57
"1073" "hsa-miR-609" 0 57
"1074" "hsa-miR-610" 0 57
"1075" "hsa-miR-611" 0 57
"1076" "hsa-miR-612" 0 57
"1077" "hsa-miR-613" 0 57
"1078" "hsa-miR-614" 0 57
"1079" "hsa-miR-615-3p" 0 57
"1080" "hsa-miR-615-5p" 0 57
"1081" "hsa-miR-616" 0 57
"1082" "hsa-miR-616*" 0 57
"1083" "hsa-miR-617" 0 57
"1084" "hsa-miR-618" 0 57
"1085" "hsa-miR-619" 0 57
"1086" "hsa-miR-620" 0 57
"1087" "hsa-miR-621" 0 57
"1088" "hsa-miR-622" 0 57
"1089" "hsa-miR-623" 0 57
"1090" "hsa-miR-624" 0 57
"1091" "hsa-miR-624*" 0 57
"1092" "hsa-miR-625" 0 57
"1093" "hsa-miR-625*" 0 57
"1094" "hsa-miR-626" 0 57
"1095" "hsa-miR-627" 0 57
"1096" "hsa-miR-628-3p" 1 57
"1097" "hsa-miR-628-5p" 0 57
"1098" "hsa-miR-629" 0 57
"1099" "hsa-miR-629*" 1 57
"1100" "hsa-miR-630" 0 57
"1101" "hsa-miR-631" 0 57
"1102" "hsa-miR-632" 0 57
"1103" "hsa-miR-633" 0 57
"1104" "hsa-miR-634" 0 57
"1105" "hsa-miR-635" 0 57
"1106" "hsa-miR-636" 0 57
"1107" "hsa-miR-637" 0 57
"1108" "hsa-miR-638" 0 57
"1109" "hsa-miR-639" 0 57
"1110" "hsa-miR-640" 0 57
"1111" "hsa-miR-641" 1 57
"1112" "hsa-miR-642a" 0 57
"1113" "hsa-miR-642b" 1 57
"1114" "hsa-miR-643" 0 57
"1115" "hsa-miR-644" 0 57
"1116" "hsa-miR-645" 0 57
"1117" "hsa-miR-646" 0 57
"1118" "hsa-miR-647" 0 57
"1119" "hsa-miR-648" 0 57
"1120" "hsa-miR-649" 0 57
"1121" "hsa-miR-650" 0 57
"1122" "hsa-miR-651" 0 57
"1123" "hsa-miR-652" 0 57
"1124" "hsa-miR-653" 0 57
"1125" "hsa-miR-654-3p" 0 57
"1126" "hsa-miR-654-5p" 1 57
"1127" "hsa-miR-655" 1 57
"1128" "hsa-miR-656" 0 57
"1129" "hsa-miR-657" 0 57
"1130" "hsa-miR-658" 0 57
"1131" "hsa-miR-659" 0 57
"1132" "hsa-miR-660" 0 57
"1133" "hsa-miR-661" 0 57
"1134" "hsa-miR-662" 0 57
"1135" "hsa-miR-663" 0 57
"1136" "hsa-miR-663b" 0 57
"1137" "hsa-miR-664" 0 57
"1138" "hsa-miR-664*" 0 57
"1139" "hsa-miR-665" 1 57
"1140" "hsa-miR-668" 1 57
"1141" "hsa-miR-670" 1 57
"1142" "hsa-miR-671-3p" 1 57
"1143" "hsa-miR-671-5p" 0 57
"1144" "hsa-miR-676" 1 57
"1145" "hsa-miR-676*" 0 57
"1146" "hsa-miR-7" 1 57
"1147" "hsa-miR-708" 0 57
"1148" "hsa-miR-708*" 1 57
"1149" "hsa-miR-7-1*" 1 57
"1150" "hsa-miR-711" 0 57
"1151" "hsa-miR-718" 0 57
"1152" "hsa-miR-7-2*" 0 57
"1153" "hsa-miR-720" 0 57
"1154" "hsa-miR-744" 0 57
"1155" "hsa-miR-744*" 0 57
"1156" "hsa-miR-758" 0 57
"1157" "hsa-miR-759" 0 57
"1158" "hsa-miR-760" 0 57
"1159" "hsa-miR-761" 0 57
"1160" "hsa-miR-762" 0 57
"1161" "hsa-miR-764" 0 57
"1162" "hsa-miR-765" 1 57
"1163" "hsa-miR-766" 0 57
"1164" "hsa-miR-767-3p" 1 57
"1165" "hsa-miR-767-5p" 0 57
"1166" "hsa-miR-769-3p" 0 57
"1167" "hsa-miR-769-5p" 0 57
"1168" "hsa-miR-770-5p" 0 57
"1169" "hsa-miR-802" 0 57
"1170" "hsa-miR-873" 1 57
"1171" "hsa-miR-874" 0 57
"1172" "hsa-miR-875-3p" 0 57
"1173" "hsa-miR-875-5p" 0 57
"1174" "hsa-miR-876-3p" 0 57
"1175" "hsa-miR-876-5p" 1 57
"1176" "hsa-miR-877" 0 57
"1177" "hsa-miR-877*" 0 57
"1178" "hsa-miR-885-3p" 0 57
"1179" "hsa-miR-885-5p" 0 57
"1180" "hsa-miR-887" 0 57
"1181" "hsa-miR-888" 0 57
"1182" "hsa-miR-888*" 0 57
"1183" "hsa-miR-889" 0 57
"1184" "hsa-miR-890" 1 57
"1185" "hsa-miR-891a" 1 57
"1186" "hsa-miR-891b" 0 57
"1187" "hsa-miR-892a" 0 57
"1188" "hsa-miR-892b" 0 57
"1189" "hsa-miR-9" 1 57
"1190" "hsa-miR-9*" 0 57
"1191" "hsa-miR-920" 0 57
"1192" "hsa-miR-921" 0 57
"1193" "hsa-miR-922" 0 57
"1194" "hsa-miR-924" 0 57
"1195" "hsa-miR-92a" 0 57
"1196" "hsa-miR-92a-1*" 1 57
"1197" "hsa-miR-92a-2*" 0 57
"1198" "hsa-miR-92b" 0 57
"1199" "hsa-miR-92b*" 0 57
"1200" "hsa-miR-93" 0 57
"1201" "hsa-miR-93*" 1 57
"1202" "hsa-miR-933" 0 57
"1203" "hsa-miR-934" 0 57
"1204" "hsa-miR-935" 0 57
"1205" "hsa-miR-936" 0 57
"1206" "hsa-miR-937" 0 57
"1207" "hsa-miR-938" 0 57
"1208" "hsa-miR-939" 0 57
"1209" "hsa-miR-940" 0 57
"1210" "hsa-miR-941" 1 57
"1211" "hsa-miR-942" 1 57
"1212" "hsa-miR-943" 0 57
"1213" "hsa-miR-944" 0 57
"1214" "hsa-miR-95" 0 57
"1215" "hsa-miR-96" 0 57
"1216" "hsa-miR-96*" 0 57
"1217" "hsa-miR-98" 1 57
"1218" "hsa-miR-99a" 0 57
"1219" "hsa-miR-99a*" 0 57
"1220" "hsa-miR-99b" 1 57
"1221" "hsa-miR-99b*" 0 57
