"miR" "melanoma" "sample_num"
"667" "hsa-miR-324-3p" 57 57
"668" "hsa-miR-3120-5p" 0 57
"669" "hsa-miR-508-3p" 49 57
"670" "hsa-miR-4649-5p" 0 57
"671" "hsa-miR-5096" 55 57
"672" "hsa-miR-5094" 33 57
"673" "hsa-miR-5095" 40 57
"674" "hsa-miR-4701-3p" 0 57
"675" "hsa-miR-5092" 2 57
"676" "hsa-miR-5093" 0 57
"677" "hsa-miR-5090" 0 57
"678" "hsa-miR-5091" 6 57
"679" "hsa-miR-9-3p" 50 57
"680" "hsa-miR-5196-3p" 0 57
"681" "hsa-miR-6802-3p" 0 57
"682" "hsa-miR-4520b-3p" 0 57
"683" "hsa-miR-1285-5p" 52 57
"684" "hsa-miR-3667-5p" 0 57
"685" "hsa-miR-6853-3p" 0 57
"686" "hsa-miR-30b-3p" 54 57
"687" "hsa-miR-144-5p" 1 57
"688" "hsa-miR-15a-5p" 57 57
"689" "hsa-miR-105-5p" 43 57
"690" "hsa-miR-590-3p" 56 57
"691" "hsa-miR-3620-3p" 35 57
"692" "hsa-miR-5087" 0 57
"693" "hsa-miR-4666b" 0 57
"694" "hsa-miR-4762-3p" 0 57
"695" "hsa-miR-369-3p" 6 57
"696" "hsa-miR-3682-3p" 0 57
"697" "hsa-miR-374b-5p" 57 57
"698" "hsa-miR-548a-3p" 24 57
"699" "hsa-miR-4783-5p" 0 57
"700" "hsa-miR-6819-5p" 0 57
"701" "hsa-miR-324-5p" 57 57
"702" "hsa-miR-3120-3p" 2 57
"703" "hsa-miR-3675-5p" 0 57
"704" "hsa-miR-27a-5p" 54 57
"705" "hsa-miR-4668-5p" 1 57
"706" "hsa-miR-6781-3p" 0 57
"707" "hsa-miR-4694-5p" 0 57
"708" "hsa-miR-4649-3p" 5 57
"709" "hsa-miR-508-5p" 42 57
"710" "hsa-miR-3177-5p" 3 57
"711" "hsa-miR-144-3p" 0 57
"712" "hsa-miR-548at-5p" 5 57
"713" "hsa-miR-6715a-3p" 4 57
"714" "hsa-miR-4433-5p" 0 57
"715" "hsa-miR-3667-3p" 0 57
"716" "hsa-miR-541-5p" 1 57
"717" "hsa-miR-6856-3p" 0 57
"718" "hsa-miR-1234-3p" 3 57
"719" "hsa-miR-4762-5p" 14 57
"720" "hsa-miR-548t-5p" 4 57
"721" "hsa-miR-491-5p" 9 57
"722" "hsa-miR-3124-3p" 1 57
"723" "hsa-miR-1307-3p" 57 57
"724" "hsa-miR-6508-3p" 0 57
"725" "hsa-miR-523-3p" 5 57
"726" "hsa-miR-371a-3p" 2 57
"727" "hsa-miR-4804-3p" 0 57
"728" "hsa-miR-548a-5p" 0 57
"730" "hsa-miR-27a-3p" 57 57
"731" "hsa-miR-3675-3p" 0 57
"732" "hsa-miR-6507-5p" 1 57
"733" "hsa-miR-6781-5p" 0 57
"734" "hsa-miR-4694-3p" 0 57
"735" "hsa-miR-6850-3p" 1 57
"736" "hsa-let-7d-5p" 57 57
"737" "hsa-miR-4668-3p" 0 57
"738" "hsa-miR-217" 0 57
"739" "hsa-miR-1180-3p" 56 57
"740" "hsa-miR-548at-3p" 0 57
"741" "hsa-miR-548ay-5p" 0 57
"742" "hsa-miR-6887-3p" 0 57
"743" "hsa-miR-3922-3p" 0 57
"744" "hsa-miR-652-5p" 29 57
"745" "hsa-miR-1307-5p" 57 57
"746" "hsa-miR-3124-5p" 0 57
"747" "hsa-miR-3913-3p" 0 57
"748" "hsa-miR-491-3p" 6 57
"749" "hsa-miR-6856-5p" 0 57
"750" "hsa-miR-2278" 14 57
"751" "hsa-miR-206" 0 57
"752" "hsa-miR-4646-3p" 0 57
"753" "hsa-miR-3140-5p" 0 57
"754" "hsa-miR-6514-3p" 0 57
"755" "hsa-miR-371a-5p" 8 57
"756" "hsa-miR-2114-3p" 1 57
"757" "hsa-miR-494-3p" 4 57
"758" "hsa-miR-6891-5p" 0 57
"759" "hsa-miR-4670-3p" 0 57
"760" "hsa-miR-4671-5p" 1 57
"761" "hsa-miR-6720-5p" 15 57
"762" "hsa-miR-513c-5p" 41 57
"763" "hsa-miR-4700-3p" 1 57
"764" "hsa-miR-3679-3p" 0 57
"765" "hsa-miR-377-3p" 3 57
"766" "hsa-let-7d-3p" 57 57
"767" "hsa-miR-548ap-5p" 0 57
"768" "hsa-miR-20a-3p" 39 57
"769" "hsa-miR-1295a" 0 57
"770" "hsa-miR-6845-3p" 0 57
"771" "hsa-miR-142-5p" 10 57
"772" "hsa-miR-4419b" 0 57
"773" "hsa-miR-3944-5p" 0 57
"774" "hsa-miR-6739-3p" 0 57
"775" "hsa-miR-128-1-5p" 57 57
"776" "hsa-miR-7851-3p" 7 57
"777" "hsa-miR-4800-5p" 0 57
"778" "hsa-miR-6813-3p" 0 57
"779" "hsa-miR-3140-3p" 0 57
"780" "hsa-miR-1255a" 13 57
"781" "hsa-miR-3162-3p" 0 57
"782" "hsa-miR-4743-5p" 0 57
"783" "hsa-miR-4671-3p" 1 57
"784" "hsa-miR-670-3p" 11 57
"785" "hsa-miR-4724-5p" 1 57
"786" "hsa-miR-548ap-3p" 0 57
"787" "hsa-miR-605-3p" 10 57
"788" "hsa-miR-19b-1-5p" 7 57
"789" "hsa-miR-128-3p" 57 57
"790" "hsa-miR-513c-3p" 7 57
"791" "hsa-miR-6720-3p" 2 57
"792" "hsa-miR-3117-3p" 11 57
"793" "hsa-miR-4707-3p" 0 57
"794" "hsa-miR-142-3p" 5 57
"795" "hsa-miR-6845-5p" 0 57
"796" "hsa-miR-3679-5p" 51 57
"797" "hsa-miR-4786-5p" 9 57
"798" "hsa-miR-6515-5p" 0 57
"799" "hsa-miR-6777-3p" 7 57
"800" "hsa-miR-4700-5p" 0 57
"801" "hsa-miR-3944-3p" 13 57
"802" "hsa-miR-3187-3p" 41 57
"803" "hsa-miR-20a-5p" 57 57
"804" "hsa-miR-4999-3p" 0 57
"805" "hsa-miR-488-5p" 4 57
"806" "hsa-miR-6739-5p" 0 57
"807" "hsa-miR-1250-5p" 1 57
"808" "hsa-miR-222-5p" 47 57
"809" "hsa-miR-670-5p" 0 57
"810" "hsa-miR-3162-5p" 0 57
"811" "hsa-miR-4670-5p" 0 57
"812" "hsa-miR-4317" 0 57
"813" "hsa-miR-651-5p" 34 57
"814" "hsa-miR-4707-5p" 0 57
"815" "hsa-miR-4315" 0 57
"816" "hsa-miR-105-3p" 20 57
"817" "hsa-miR-758-5p" 3 57
"818" "hsa-miR-6755-5p" 0 57
"819" "hsa-miR-139-5p" 17 57
"820" "hsa-miR-550a-3-5p" 1 57
"821" "hsa-miR-942-5p" 57 57
"822" "hsa-miR-3187-5p" 0 57
"823" "hsa-miR-6515-3p" 0 57
"824" "hsa-miR-186-5p" 57 57
"825" "hsa-miR-6777-5p" 1 57
"826" "hsa-miR-544b" 2 57
"827" "hsa-miR-6811-3p" 0 57
"828" "hsa-miR-544a" 0 57
"829" "hsa-miR-6788-3p" 2 57
"830" "hsa-miR-5585-3p" 57 57
"831" "hsa-miR-4326" 48 57
"832" "hsa-miR-6854-5p" 0 57
"833" "hsa-miR-1296-3p" 0 57
"834" "hsa-miR-222-3p" 57 57
"835" "hsa-miR-483-3p" 6 57
"836" "hsa-miR-30e-3p" 57 57
"837" "hsa-miR-3617-5p" 2 57
"838" "hsa-miR-4783-3p" 0 57
"839" "hsa-miR-3605-3p" 57 57
"840" "hsa-miR-7109-3p" 0 57
"842" "hsa-miR-499a-5p" 23 57
"843" "hsa-miR-6728-3p" 0 57
"844" "hsa-miR-139-3p" 1 57
"845" "hsa-miR-590-5p" 9 57
"846" "hsa-miR-6511a-5p" 0 57
"847" "hsa-miR-3620-5p" 27 57
"848" "hsa-miR-4324" 0 57
"849" "hsa-miR-6755-3p" 0 57
"850" "hsa-miR-4774-5p" 0 57
"851" "hsa-miR-758-3p" 11 57
"852" "hsa-miR-2114-5p" 1 57
"853" "hsa-miR-6794-3p" 0 57
"854" "hsa-miR-186-3p" 5 57
"855" "hsa-miR-5585-5p" 0 57
"856" "hsa-miR-6727-3p" 0 57
"857" "hsa-miR-6788-5p" 0 57
"858" "hsa-miR-377-5p" 5 57
"859" "hsa-miR-6811-5p" 0 57
"860" "hsa-miR-4307" 0 57
"861" "hsa-miR-1296-5p" 57 57
"862" "hsa-miR-4303" 0 57
"863" "hsa-miR-4306" 1 57
"864" "hsa-miR-7109-5p" 0 57
"865" "hsa-miR-6813-5p" 0 57
"866" "hsa-miR-4800-3p" 0 57
"867" "hsa-miR-499a-3p" 0 57
"868" "hsa-miR-6728-5p" 0 57
"869" "hsa-miR-3605-5p" 44 57
"870" "hsa-miR-378f" 19 57
"871" "hsa-miR-373-3p" 13 57
"872" "hsa-miR-6794-5p" 0 57
"873" "hsa-miR-378g" 50 57
"874" "hsa-miR-378h" 2 57
"875" "hsa-miR-4662b" 0 57
"876" "hsa-miR-378i" 7 57
"877" "hsa-miR-378j" 0 57
"878" "hsa-miR-942-3p" 7 57
"879" "hsa-miR-4797-5p" 0 57
"880" "hsa-miR-4301" 54 57
"881" "hsa-miR-6511a-3p" 46 57
"882" "hsa-miR-5047" 0 57
"883" "hsa-miR-548ah-3p" 6 57
"884" "hsa-miR-135a-3p" 0 57
"885" "hsa-miR-502-3p" 57 57
"886" "hsa-miR-342-5p" 37 57
"887" "hsa-miR-1256" 0 57
"888" "hsa-miR-1257" 0 57
"889" "hsa-miR-1207-5p" 0 57
"890" "hsa-miR-487a-3p" 7 57
"891" "hsa-miR-1258" 0 57
"892" "hsa-miR-6743-3p" 0 57
"893" "hsa-miR-15b-5p" 57 57
"894" "hsa-miR-3622a-3p" 0 57
"895" "hsa-miR-1253" 0 57
"896" "hsa-miR-1254" 43 57
"897" "hsa-miR-320e" 0 57
"898" "hsa-miR-450a-1-3p" 0 57
"899" "hsa-miR-320d" 49 57
"900" "hsa-miR-320c" 49 57
"901" "hsa-miR-548i" 4 57
"902" "hsa-miR-4720-3p" 0 57
"903" "hsa-miR-125b-2-3p" 53 57
"904" "hsa-miR-6727-5p" 0 57
"905" "hsa-miR-6832-5p" 0 57
"906" "hsa-miR-1248" 22 57
"907" "hsa-miR-181a-3p" 56 57
"908" "hsa-miR-1246" 57 57
"909" "hsa-miR-3194-5p" 20 57
"910" "hsa-miR-1249" 55 57
"911" "hsa-miR-1244" 0 57
"912" "hsa-miR-376b-3p" 5 57
"913" "hsa-miR-1243" 5 57
"914" "hsa-miR-345-5p" 57 57
"915" "hsa-miR-372-5p" 0 57
"916" "hsa-miR-30c-2-3p" 54 57
"917" "hsa-miR-663a" 1 57
"918" "hsa-miR-663b" 1 57
"919" "hsa-miR-135a-5p" 2 57
"920" "hsa-miR-371b-5p" 0 57
"921" "hsa-miR-548ah-5p" 1 57
"922" "hsa-miR-548e-3p" 57 57
"923" "hsa-miR-410-3p" 15 57
"924" "hsa-miR-656-5p" 0 57
"925" "hsa-miR-30e-5p" 57 57
"926" "hsa-miR-1199-5p" 0 57
"927" "hsa-miR-487a-5p" 1 57
"928" "hsa-miR-1231" 0 57
"929" "hsa-miR-3202" 3 57
"930" "hsa-miR-501-3p" 57 57
"931" "hsa-miR-219a-2-3p" 0 57
"932" "hsa-miR-6832-3p" 0 57
"933" "hsa-miR-320a" 57 57
"934" "hsa-miR-320b" 54 57
"935" "hsa-miR-519a-3p" 4 57
"936" "hsa-miR-4720-5p" 0 57
"937" "hsa-miR-3136-5p" 14 57
"938" "hsa-miR-656-3p" 2 57
"939" "hsa-miR-7110-3p" 0 57
"940" "hsa-miR-345-3p" 4 57
"941" "hsa-miR-376b-5p" 0 57
"942" "hsa-miR-873-5p" 45 57
"943" "hsa-miR-651-3p" 0 57
"944" "hsa-miR-502-5p" 0 57
"945" "hsa-miR-6510-3p" 2 57
"946" "hsa-miR-6760-3p" 0 57
"947" "hsa-miR-410-5p" 0 57
"948" "hsa-miR-3681-5p" 22 57
"949" "hsa-miR-3616-3p" 0 57
"950" "hsa-miR-130b-5p" 57 57
"951" "hsa-miR-5189-5p" 1 57
"952" "hsa-miR-4764-5p" 0 57
"953" "hsa-miR-6503-5p" 0 57
"954" "hsa-miR-7152-3p" 0 57
"955" "hsa-miR-6789-3p" 0 57
"956" "hsa-miR-584-5p" 57 57
"957" "hsa-miR-1914-3p" 0 57
"958" "hsa-miR-18a-3p" 56 57
"959" "hsa-miR-488-3p" 4 57
"960" "hsa-miR-6776-5p" 0 57
"961" "hsa-miR-1204" 0 57
"962" "hsa-miR-6866-3p" 0 57
"963" "hsa-miR-1203" 0 57
"964" "hsa-miR-576-5p" 54 57
"965" "hsa-miR-146b-3p" 31 57
"966" "hsa-miR-4763-5p" 0 57
"967" "hsa-miR-3136-3p" 0 57
"968" "hsa-miR-6729-5p" 0 57
"969" "hsa-miR-4999-5p" 1 57
"970" "hsa-miR-210-5p" 43 57
"971" "hsa-miR-1292-5p" 40 57
"973" "hsa-miR-6731-5p" 0 57
"974" "hsa-miR-1306-3p" 27 57
"975" "hsa-miR-5589-3p" 0 57
"976" "hsa-miR-6510-5p" 0 57
"977" "hsa-miR-3681-3p" 0 57
"978" "hsa-miR-6756-5p" 0 57
"979" "hsa-miR-718" 0 57
"980" "hsa-miR-7110-5p" 0 57
"981" "hsa-miR-23b-5p" 10 57
"982" "hsa-miR-6760-5p" 0 57
"983" "hsa-miR-605-5p" 0 57
"984" "hsa-miR-6743-5p" 0 57
"985" "hsa-miR-3622a-5p" 2 57
"986" "hsa-miR-1914-5p" 29 57
"987" "hsa-miR-130b-3p" 57 57
"988" "hsa-miR-1207-3p" 0 57
"989" "hsa-miR-549a" 11 57
"990" "hsa-miR-5189-3p" 1 57
"991" "hsa-miR-548k" 56 57
"992" "hsa-miR-548l" 3 57
"993" "hsa-miR-548m" 0 57
"994" "hsa-miR-548n" 52 57
"995" "hsa-miR-6503-3p" 4 57
"996" "hsa-miR-7152-5p" 0 57
"997" "hsa-miR-548p" 6 57
"998" "hsa-miR-4764-3p" 0 57
"999" "hsa-miR-548q" 2 57
"1000" "hsa-miR-548s" 16 57
"1001" "hsa-miR-548u" 24 57
"1002" "hsa-miR-6881-3p" 0 57
"1003" "hsa-miR-548v" 1 57
"1004" "hsa-miR-548w" 0 57
"1005" "hsa-miR-18a-5p" 57 57
"1006" "hsa-miR-6823-3p" 0 57
"1007" "hsa-miR-548y" 3 57
"1008" "hsa-miR-6789-5p" 0 57
"1009" "hsa-miR-6879-3p" 0 57
"1010" "hsa-miR-3186-3p" 0 57
"1011" "hsa-miR-210-3p" 57 57
"1012" "hsa-miR-181a-5p" 57 57
"1013" "hsa-miR-576-3p" 53 57
"1014" "hsa-miR-146b-5p" 57 57
"1015" "hsa-miR-6866-5p" 11 57
"1016" "hsa-miR-6881-5p" 0 57
"1017" "hsa-miR-6729-3p" 0 57
"1018" "hsa-miR-1537-5p" 3 57
"1019" "hsa-miR-24-3p" 57 57
"1020" "hsa-miR-4645-3p" 2 57
"1021" "hsa-miR-510-5p" 34 57
"1022" "hsa-miR-6731-3p" 6 57
"1023" "hsa-miR-3912-3p" 50 57
"1024" "hsa-miR-1306-5p" 26 57
"1025" "hsa-miR-1292-3p" 1 57
"1026" "hsa-miR-5589-5p" 0 57
"1027" "hsa-miR-372-3p" 6 57
"1028" "hsa-miR-383-5p" 0 57
"1029" "hsa-miR-23b-3p" 57 57
"1030" "hsa-miR-6862-3p" 0 57
"1031" "hsa-miR-4695-3p" 0 57
"1032" "hsa-miR-6823-5p" 4 57
"1033" "hsa-miR-5591-3p" 0 57
"1034" "hsa-miR-4727-3p" 1 57
"1035" "hsa-miR-519e-3p" 0 57
"1036" "hsa-miR-204-5p" 57 57
"1037" "hsa-miR-143-5p" 9 57
"1038" "hsa-miR-6829-3p" 0 57
"1039" "hsa-let-7b-5p" 57 57
"1040" "hsa-miR-3613-5p" 57 57
"1041" "hsa-miR-1227-3p" 24 57
"1042" "hsa-miR-510-3p" 0 57
"1043" "hsa-miR-5008-5p" 0 57
"1044" "hsa-miR-216b-3p" 0 57
"1045" "hsa-miR-4633-3p" 0 57
"1046" "hsa-miR-4795-5p" 0 57
"1047" "hsa-miR-329-5p" 0 57
"1048" "hsa-miR-7847-3p" 1 57
"1049" "hsa-miR-5002-5p" 16 57
"1050" "hsa-miR-584-3p" 37 57
"1051" "hsa-miR-3190-3p" 6 57
"1052" "hsa-miR-6862-5p" 1 57
"1053" "hsa-miR-6820-5p" 6 57
"1054" "hsa-miR-6776-3p" 0 57
"1055" "hsa-miR-6508-5p" 0 57
"1056" "hsa-miR-5591-5p" 0 57
"1057" "hsa-miR-143-3p" 57 57
"1058" "hsa-miR-204-3p" 8 57
"1059" "hsa-miR-137" 22 57
"1060" "hsa-let-7b-3p" 55 57
"1061" "hsa-miR-6829-5p" 0 57
"1062" "hsa-miR-541-3p" 1 57
"1063" "hsa-miR-216b-5p" 0 57
"1064" "hsa-miR-3177-3p" 52 57
"1065" "hsa-miR-98-5p" 57 57
"1066" "hsa-miR-4795-3p" 0 57
"1067" "hsa-miR-5008-3p" 3 57
"1068" "hsa-miR-141-3p" 28 57
"1069" "hsa-miR-27b-5p" 56 57
"1070" "hsa-miR-1290" 0 57
"1071" "hsa-miR-1291" 37 57
"1072" "hsa-miR-1294" 1 57
"1073" "hsa-miR-8089" 0 57
"1074" "hsa-miR-485-5p" 8 57
"1075" "hsa-miR-548e-5p" 42 57
"1076" "hsa-miR-642b-3p" 0 57
"1077" "hsa-miR-1293" 2 57
"1078" "hsa-miR-8082" 0 57
"1079" "hsa-miR-1299" 28 57
"1080" "hsa-miR-8085" 0 57
"1081" "hsa-miR-4446-3p" 0 57
"1082" "hsa-miR-1297" 0 57
"1083" "hsa-miR-132-5p" 25 57
"1084" "hsa-miR-6768-3p" 0 57
"1085" "hsa-miR-95-5p" 0 57
"1086" "hsa-miR-3130-3p" 16 57
"1087" "hsa-miR-6875-3p" 1 57
"1088" "hsa-miR-152-3p" 56 57
"1089" "hsa-miR-3129-3p" 17 57
"1090" "hsa-miR-129-1-3p" 12 57
"1091" "hsa-miR-5009-3p" 0 57
"1092" "hsa-miR-4758-5p" 0 57
"1093" "hsa-miR-98-3p" 53 57
"1094" "hsa-miR-8078" 0 57
"1095" "hsa-miR-8076" 0 57
"1096" "hsa-miR-1283" 11 57
"1097" "hsa-miR-8075" 0 57
"1098" "hsa-miR-1284" 3 57
"1099" "hsa-miR-3130-5p" 39 57
"1100" "hsa-miR-8074" 0 57
"1101" "hsa-miR-8073" 0 57
"1102" "hsa-miR-1286" 37 57
"1103" "hsa-miR-520d-5p" 5 57
"1104" "hsa-miR-8072" 0 57
"1105" "hsa-miR-873-3p" 52 57
"1106" "hsa-miR-95-3p" 10 57
"1107" "hsa-miR-1289" 0 57
"1108" "hsa-miR-141-5p" 0 57
"1109" "hsa-miR-5582-5p" 0 57
"1110" "hsa-miR-499b-5p" 0 57
"1111" "hsa-miR-6717-5p" 0 57
"1112" "hsa-miR-27b-3p" 57 57
"1113" "hsa-miR-1276" 49 57
"1114" "hsa-miR-8060" 0 57
"1115" "hsa-miR-4695-5p" 0 57
"1116" "hsa-miR-1275" 57 57
"1117" "hsa-miR-6736-5p" 0 57
"1118" "hsa-miR-8065" 0 57
"1119" "hsa-miR-1272" 0 57
"1120" "hsa-miR-485-3p" 4 57
"1121" "hsa-miR-1270" 4 57
"1122" "hsa-miR-15b-3p" 57 57
"1123" "hsa-miR-6848-3p" 0 57
"1124" "hsa-miR-519e-5p" 1 57
"1125" "hsa-miR-765" 0 57
"1126" "hsa-miR-29b-1-5p" 57 57
"1127" "hsa-miR-1278" 6 57
"1128" "hsa-miR-761" 0 57
"1129" "hsa-miR-342-3p" 52 57
"1130" "hsa-miR-6768-5p" 1 57
"1131" "hsa-miR-762" 0 57
"1132" "hsa-miR-6875-5p" 15 57
"1133" "hsa-miR-132-3p" 57 57
"1134" "hsa-miR-193a-5p" 57 57
"1135" "hsa-miR-152-5p" 43 57
"1136" "hsa-miR-3129-5p" 2 57
"1137" "hsa-miR-4727-5p" 0 57
"1138" "hsa-miR-760" 52 57
"1139" "hsa-miR-8059" 0 57
"1140" "hsa-miR-4758-3p" 2 57
"1141" "hsa-miR-8058" 0 57
"1142" "hsa-miR-8057" 0 57
"1143" "hsa-miR-4717-3p" 1 57
"1144" "hsa-miR-1263" 1 57
"1145" "hsa-miR-1264" 0 57
"1146" "hsa-miR-1265" 0 57
"1147" "hsa-miR-3613-3p" 18 57
"1148" "hsa-miR-520d-3p" 5 57
"1149" "hsa-miR-24-1-5p" 2 57
"1150" "hsa-miR-1261" 57 57
"1151" "hsa-miR-8053" 0 57
"1152" "hsa-miR-1262" 10 57
"1153" "hsa-miR-184" 41 57
"1154" "hsa-miR-6502-5p" 0 57
"1155" "hsa-miR-5582-3p" 0 57
"1156" "hsa-miR-1267" 3 57
"1157" "hsa-miR-5002-3p" 0 57
"1158" "hsa-miR-329-3p" 9 57
"1159" "hsa-miR-7106-3p" 0 57
"1160" "hsa-miR-499b-3p" 0 57
"1161" "hsa-miR-361-5p" 57 57
"1162" "hsa-miR-572" 0 57
"1163" "hsa-miR-450b-5p" 57 57
"1164" "hsa-miR-573" 27 57
"1165" "hsa-miR-1269a" 31 57
"1166" "hsa-miR-575" 0 57
"1167" "hsa-miR-19b-3p" 57 57
"1168" "hsa-miR-6851-5p" 0 57
"1169" "hsa-miR-577" 24 57
"1170" "hsa-miR-6817-3p" 1 57
"1171" "hsa-miR-578" 0 57
"1172" "hsa-miR-1" 5 57
"1173" "hsa-miR-6735-3p" 2 57
"1174" "hsa-miR-5787" 0 57
"1175" "hsa-miR-1237-3p" 14 57
"1176" "hsa-miR-6752-3p" 0 57
"1177" "hsa-miR-500b-3p" 0 57
"1178" "hsa-miR-6830-3p" 0 57
"1179" "hsa-miR-7113-3p" 0 57
"1180" "hsa-miR-335-5p" 19 57
"1181" "hsa-miR-1269b" 7 57
"1182" "hsa-miR-548az-5p" 32 57
"1183" "hsa-miR-29b-2-5p" 2 57
"1184" "hsa-miR-566" 0 57
"1185" "hsa-miR-6511b-5p" 35 57
"1186" "hsa-miR-569" 0 57
"1187" "hsa-miR-154-5p" 2 57
"1188" "hsa-miR-6786-3p" 3 57
"1189" "hsa-miR-6884-5p" 0 57
"1190" "hsa-miR-23a-5p" 49 57
"1191" "hsa-miR-3173-5p" 11 57
"1192" "hsa-miR-7156-5p" 0 57
"1193" "hsa-miR-2392" 37 57
"1194" "hsa-miR-3145-5p" 2 57
"1195" "hsa-miR-2682-3p" 0 57
"1196" "hsa-miR-1298-3p" 0 57
"1197" "hsa-miR-4536-5p" 0 57
"1198" "hsa-miR-4676-5p" 0 57
"1199" "hsa-miR-6851-3p" 0 57
"1200" "hsa-miR-599" 1 57
"1201" "hsa-miR-592" 5 57
"1202" "hsa-miR-361-3p" 57 57
"1203" "hsa-miR-6735-5p" 12 57
"1204" "hsa-miR-548au-5p" 0 57
"1206" "hsa-miR-6505-5p" 0 57
"1208" "hsa-miR-4757-3p" 0 57
"1209" "hsa-miR-335-3p" 19 57
"1210" "hsa-miR-450a-2-3p" 6 57
"1211" "hsa-miR-874-3p" 48 57
"1212" "hsa-miR-588" 1 57
"1213" "hsa-miR-518d-3p" 5 57
"1214" "hsa-miR-586" 0 57
"1215" "hsa-miR-583" 0 57
"1216" "hsa-miR-581" 0 57
"1217" "hsa-miR-6761-5p" 0 57
"1218" "hsa-miR-185-3p" 48 57
"1219" "hsa-miR-3591-5p" 0 57
"1220" "hsa-miR-3145-3p" 29 57
"1221" "hsa-miR-4536-3p" 0 57
"1222" "hsa-miR-23a-3p" 57 57
"1223" "hsa-miR-6797-5p" 0 57
"1224" "hsa-miR-365b-5p" 29 57
"1225" "hsa-miR-548aq-5p" 1 57
"1226" "hsa-let-7e-3p" 43 57
"1227" "hsa-miR-6859-3p" 0 57
"1228" "hsa-miR-4687-3p" 0 57
"1229" "hsa-miR-939-3p" 3 57
"1230" "hsa-miR-6886-5p" 5 57
"1231" "hsa-miR-7852-3p" 0 57
"1232" "hsa-miR-1301-3p" 57 57
"1233" "hsa-miR-6801-3p" 0 57
"1234" "hsa-miR-125a-5p" 57 57
"1235" "hsa-miR-627-3p" 8 57
"1236" "hsa-miR-4769-3p" 0 57
"1237" "hsa-miR-370-3p" 10 57
"1238" "hsa-miR-521" 0 57
"1239" "hsa-miR-874-5p" 12 57
"1240" "hsa-miR-6836-5p" 0 57
"1241" "hsa-miR-6797-3p" 1 57
"1242" "hsa-miR-106b-3p" 57 57
"1243" "hsa-miR-7111-3p" 0 57
"1244" "hsa-miR-4634" 3 57
"1245" "hsa-miR-4635" 0 57
"1246" "hsa-miR-4636" 26 57
"1247" "hsa-miR-4637" 0 57
"1248" "hsa-miR-3157-5p" 1 57
"1249" "hsa-let-7e-5p" 57 57
"1250" "hsa-miR-6859-5p" 12 57
"1251" "hsa-miR-106a-5p" 43 57
"1252" "hsa-miR-6830-5p" 0 57
"1253" "hsa-miR-887-5p" 1 57
"1254" "hsa-miR-548az-3p" 0 57
"1255" "hsa-miR-6893-5p" 0 57
"1256" "hsa-miR-6801-5p" 0 57
"1257" "hsa-miR-4687-5p" 5 57
"1258" "hsa-miR-939-5p" 4 57
"1259" "hsa-miR-6886-3p" 1 57
"1260" "hsa-miR-125a-3p" 53 57
"1261" "hsa-miR-6884-3p" 0 57
"1262" "hsa-miR-627-5p" 16 57
"1263" "hsa-miR-4647" 7 57
"1264" "hsa-miR-4798-5p" 0 57
"1265" "hsa-miR-4644" 0 57
"1266" "hsa-miR-106b-5p" 57 57
"1267" "hsa-miR-4769-5p" 0 57
"1268" "hsa-miR-140-3p" 57 57
"1269" "hsa-miR-92a-1-5p" 40 57
"1270" "hsa-miR-4648" 0 57
"1271" "hsa-miR-6786-5p" 0 57
"1272" "hsa-miR-6893-3p" 0 57
"1273" "hsa-miR-543" 7 57
"1274" "hsa-miR-619-5p" 57 57
"1275" "hsa-miR-7113-5p" 0 57
"1276" "hsa-miR-370-5p" 4 57
"1277" "hsa-miR-6836-3p" 2 57
"1278" "hsa-miR-4804-5p" 1 57
"1279" "hsa-miR-1298-5p" 0 57
"1280" "hsa-miR-1268a" 0 57
"1281" "hsa-miR-2682-5p" 23 57
"1282" "hsa-miR-1268b" 51 57
"1283" "hsa-miR-4643" 0 57
"1284" "hsa-miR-4642" 1 57
"1285" "hsa-miR-4641" 0 57
"1286" "hsa-miR-3173-3p" 0 57
"1287" "hsa-miR-7111-5p" 0 57
"1288" "hsa-miR-188-5p" 56 57
"1289" "hsa-miR-4654" 0 57
"1290" "hsa-miR-4651" 0 57
"1291" "hsa-miR-3678-5p" 0 57
"1292" "hsa-miR-3064-3p" 0 57
"1293" "hsa-miR-6847-3p" 0 57
"1294" "hsa-miR-136-5p" 5 57
"1295" "hsa-miR-301a-3p" 57 57
"1296" "hsa-miR-4680-3p" 0 57
"1297" "hsa-miR-4747-5p" 0 57
"1298" "hsa-miR-21-5p" 57 57
"1299" "hsa-miR-6754-3p" 1 57
"1300" "hsa-miR-3157-3p" 6 57
"1301" "hsa-miR-106a-3p" 0 57
"1302" "hsa-miR-153-3p" 16 57
"1303" "hsa-miR-5708" 0 57
"1304" "hsa-miR-6824-3p" 1 57
"1305" "hsa-miR-5705" 0 57
"1306" "hsa-miR-187-3p" 27 57
"1307" "hsa-miR-520g-5p" 0 57
"1308" "hsa-miR-5706" 0 57
"1309" "hsa-miR-5707" 0 57
"1310" "hsa-miR-5700" 1 57
"1311" "hsa-miR-4658" 1 57
"1312" "hsa-miR-4657" 0 57
"1313" "hsa-miR-5701" 52 57
"1314" "hsa-miR-4656" 1 57
"1315" "hsa-miR-5702" 0 57
"1316" "hsa-miR-4663" 0 57
"1317" "hsa-miR-299-5p" 3 57
