"pancreatic.cancer" "pancreatic.cancer" "num_rep" "sample_num"
"597" "hsa-miR-548a-3p" 0 1 8
"598" "hsa-miR-586" 0 1 8
"599" "hsa-miR-587" 0 1 8
"600" "hsa-miR-548b-5p" 0 1 8
"601" "hsa-miR-548b-3p" 0 1 8
"602" "hsa-miR-588" 0 1 8
"603" "hsa-miR-589-5p" 8 1 8
"604" "hsa-miR-589-3p" 2 1 8
"605" "hsa-miR-550a-5p" 8 1 8
"606" "hsa-miR-550a-3p" 1 1 8
"607" "hsa-miR-590-5p" 0 1 8
"608" "hsa-miR-590-3p" 4 1 8
"609" "hsa-miR-591" 0 1 8
"610" "hsa-miR-592" 1 1 8
"611" "hsa-miR-593-5p" 0 1 8
"612" "hsa-miR-593-3p" 0 1 8
"613" "hsa-miR-595" 1 1 8
"614" "hsa-miR-596" 0 1 8
"615" "hsa-miR-597-5p" 0 1 8
"616" "hsa-miR-597-3p" 7 1 8
"617" "hsa-miR-598-5p" 2 1 8
"618" "hsa-miR-598-3p" 4 1 8
"619" "hsa-miR-599" 0 1 8
"620" "hsa-miR-548a-5p" 0 1 8
"621" "hsa-miR-600" 1 1 8
"622" "hsa-miR-601" 0 1 8
"623" "hsa-miR-602" 0 1 8
"624" "hsa-miR-603" 0 1 8
"625" "hsa-miR-604" 0 1 8
"626" "hsa-miR-605-5p" 0 1 8
"627" "hsa-miR-605-3p" 0 1 8
"628" "hsa-miR-606" 0 1 8
"629" "hsa-miR-607" 0 1 8
"630" "hsa-miR-608" 0 1 8
"631" "hsa-miR-609" 0 1 8
"632" "hsa-miR-610" 1 1 8
"633" "hsa-miR-611" 0 1 8
"634" "hsa-miR-612" 0 1 8
"635" "hsa-miR-613" 0 1 8
"636" "hsa-miR-614" 0 1 8
"637" "hsa-miR-615-5p" 2 1 8
"638" "hsa-miR-615-3p" 8 1 8
"639" "hsa-miR-616-5p" 1 1 8
"640" "hsa-miR-616-3p" 2 1 8
"641" "hsa-miR-548c-5p" 0 1 8
"642" "hsa-miR-548c-3p" 0 1 8
"643" "hsa-miR-617" 0 1 8
"644" "hsa-miR-618" 0 1 8
"645" "hsa-miR-619-5p" 8 1 8
"646" "hsa-miR-619-3p" 0 1 8
"647" "hsa-miR-620" 0 1 8
"648" "hsa-miR-621" 0 1 8
"649" "hsa-miR-622" 1 1 8
"650" "hsa-miR-623" 0 1 8
"651" "hsa-miR-624-5p" 1 1 8
"652" "hsa-miR-624-3p" 0 1 8
"653" "hsa-miR-625-5p" 6 1 8
"654" "hsa-miR-625-3p" 8 1 8
"655" "hsa-miR-626" 0 1 8
"656" "hsa-miR-627-5p" 1 1 8
"657" "hsa-miR-627-3p" 1 1 8
"658" "hsa-miR-628-5p" 5 1 8
"659" "hsa-miR-628-3p" 4 1 8
"660" "hsa-miR-629-5p" 8 1 8
"661" "hsa-miR-629-3p" 7 1 8
"662" "hsa-miR-630" 0 1 8
"663" "hsa-miR-631" 0 1 8
"664" "hsa-miR-33b-5p" 0 1 8
"665" "hsa-miR-33b-3p" 5 1 8
"666" "hsa-miR-632" 0 1 8
"667" "hsa-miR-633" 0 1 8
"668" "hsa-miR-634" 0 1 8
"669" "hsa-miR-635" 0 1 8
"670" "hsa-miR-636" 3 1 8
"671" "hsa-miR-637" 0 1 8
"672" "hsa-miR-638" 0 1 8
"673" "hsa-miR-639" 0 1 8
"674" "hsa-miR-640" 0 1 8
"675" "hsa-miR-641" 7 1 8
"676" "hsa-miR-642a-5p" 5 1 8
"677" "hsa-miR-642a-3p" 8 1 8
"678" "hsa-miR-643" 1 1 8
"679" "hsa-miR-644a" 0 1 8
"680" "hsa-miR-645" 0 1 8
"681" "hsa-miR-646" 0 1 8
"682" "hsa-miR-647" 0 1 8
"683" "hsa-miR-648" 0 1 8
"684" "hsa-miR-649" 0 1 8
"685" "hsa-miR-650" 0 1 8
"686" "hsa-miR-651-5p" 7 1 8
"687" "hsa-miR-651-3p" 0 1 8
"688" "hsa-miR-652-5p" 2 1 8
"689" "hsa-miR-652-3p" 8 1 8
"690" "hsa-miR-548d-5p" 3 1 8
"691" "hsa-miR-548d-3p" 0 1 8
"692" "hsa-miR-661" 0 1 8
"693" "hsa-miR-662" 0 1 8
"694" "hsa-miR-663a" 0 1 8
"695" "hsa-miR-449b-5p" 1 1 8
"696" "hsa-miR-449b-3p" 0 1 8
"697" "hsa-miR-653-5p" 1 1 8
"698" "hsa-miR-653-3p" 0 1 8
"699" "hsa-miR-411-5p" 3 1 8
"700" "hsa-miR-411-3p" 0 1 8
"701" "hsa-miR-654-5p" 2 1 8
"702" "hsa-miR-654-3p" 1 1 8
"703" "hsa-miR-655-5p" 0 1 8
"704" "hsa-miR-655-3p" 0 1 8
"705" "hsa-miR-656-5p" 0 1 8
"706" "hsa-miR-656-3p" 0 1 8
"707" "hsa-miR-549a" 4 1 8
"708" "hsa-miR-657" 1 1 8
"709" "hsa-miR-658" 0 1 8
"710" "hsa-miR-659-5p" 8 1 8
"711" "hsa-miR-659-3p" 0 1 8
"712" "hsa-miR-660-5p" 8 1 8
"713" "hsa-miR-660-3p" 2 1 8
"714" "hsa-miR-421" 8 1 8
"715" "hsa-miR-542-5p" 0 1 8
"716" "hsa-miR-542-3p" 5 1 8
"717" "hsa-miR-758-5p" 0 1 8
"718" "hsa-miR-758-3p" 0 1 8
"719" "hsa-miR-1264" 0 1 8
"720" "hsa-miR-671-5p" 8 1 8
"721" "hsa-miR-671-3p" 8 1 8
"722" "hsa-miR-668-5p" 0 1 8
"723" "hsa-miR-668-3p" 0 1 8
"724" "hsa-miR-550a-3-5p" 0 1 8
"725" "hsa-miR-767-5p" 2 1 8
"726" "hsa-miR-767-3p" 2 1 8
"727" "hsa-miR-1224-5p" 1 1 8
"728" "hsa-miR-1224-3p" 0 1 8
"729" "hsa-miR-151b" 0 1 8
"730" "hsa-miR-320b" 8 1 8
"731" "hsa-miR-320c" 8 1 8
"732" "hsa-miR-1296-5p" 7 1 8
"733" "hsa-miR-1296-3p" 2 1 8
"734" "hsa-miR-1468-5p" 5 1 8
"735" "hsa-miR-1468-3p" 0 1 8
"736" "hsa-miR-1323" 0 1 8
"737" "hsa-miR-1271-5p" 4 1 8
"738" "hsa-miR-1271-3p" 0 1 8
"739" "hsa-miR-1301-5p" 0 1 8
"740" "hsa-miR-1301-3p" 8 1 8
"741" "hsa-miR-454-5p" 8 1 8
"742" "hsa-miR-454-3p" 7 1 8
"743" "hsa-miR-1185-5p" 0 1 8
"744" "hsa-miR-1185-2-3p" 0 1 8
"745" "hsa-miR-449c-5p" 8 1 8
"746" "hsa-miR-449c-3p" 0 1 8
"747" "hsa-miR-1283" 2 1 8
"748" "hsa-miR-769-5p" 8 1 8
"749" "hsa-miR-769-3p" 6 1 8
"750" "hsa-miR-766-5p" 1 1 8
"751" "hsa-miR-766-3p" 6 1 8
"752" "hsa-miR-378d" 8 1 8
"753" "hsa-miR-1185-1-3p" 0 1 8
"754" "hsa-miR-762" 0 1 8
"755" "hsa-miR-802" 0 1 8
"756" "hsa-miR-670-5p" 0 1 8
"757" "hsa-miR-670-3p" 0 1 8
"758" "hsa-miR-1298-5p" 1 1 8
"759" "hsa-miR-1298-3p" 0 1 8
"760" "hsa-miR-2113" 0 1 8
"761" "hsa-miR-761" 0 1 8
"762" "hsa-miR-764" 0 1 8
"763" "hsa-miR-759" 0 1 8
"764" "hsv1-miR-H1-5p" 0 1 8
"765" "hsv1-miR-H1-3p" 0 1 8
"766" "hsa-miR-765" 2 1 8
"767" "hsa-miR-770-5p" 0 1 8
"768" "hsa-miR-675-5p" 5 1 8
"769" "hsa-miR-675-3p" 5 1 8
"770" "hsa-miR-298" 0 1 8
"771" "hsa-miR-891a-5p" 0 1 8
"772" "hsa-miR-891a-3p" 0 1 8
"773" "hsa-miR-300" 0 1 8
"774" "hsa-miR-892a" 1 1 8
"775" "hsa-miR-450b-5p" 7 1 8
"776" "hsa-miR-450b-3p" 0 1 8
"777" "hsa-miR-874-5p" 1 1 8
"778" "hsa-miR-874-3p" 8 1 8
"779" "hsa-miR-890" 0 1 8
"780" "hsa-miR-891b" 0 1 8
"781" "hsa-miR-888-5p" 0 1 8
"782" "hsa-miR-888-3p" 0 1 8
"783" "hsa-miR-892b" 0 1 8
"784" "hsa-miR-541-5p" 0 1 8
"785" "hsa-miR-541-3p" 0 1 8
"786" "hsa-miR-889-5p" 0 1 8
"787" "hsa-miR-889-3p" 1 1 8
"788" "hsa-miR-875-5p" 0 1 8
"789" "hsa-miR-875-3p" 0 1 8
"790" "hsa-miR-876-5p" 1 1 8
"791" "hsa-miR-876-3p" 2 1 8
"792" "hsa-miR-708-5p" 5 1 8
"793" "hsa-miR-708-3p" 4 1 8
"794" "hsa-miR-147b" 8 1 8
"795" "hsa-miR-190b" 2 1 8
"796" "hsa-miR-744-5p" 8 1 8
"797" "hsa-miR-744-3p" 5 1 8
"798" "hsa-miR-885-5p" 2 1 8
"799" "hsa-miR-885-3p" 3 1 8
"800" "hsa-miR-877-5p" 8 1 8
"801" "hsa-miR-877-3p" 8 1 8
"802" "hsa-miR-887-5p" 0 1 8
"803" "hsa-miR-887-3p" 0 1 8
"804" "hsa-miR-665" 1 1 8
"805" "hsa-miR-873-5p" 2 1 8
"806" "hsa-miR-873-3p" 2 1 8
"807" "hsa-miR-543" 7 1 8
"808" "hsa-miR-374b-5p" 7 1 8
"809" "hsa-miR-374b-3p" 5 1 8
"810" "hsa-miR-760" 8 1 8
"811" "hsa-miR-301b-5p" 0 1 8
"812" "hsa-miR-301b-3p" 4 1 8
"813" "hsa-miR-216b-5p" 4 1 8
"814" "hsa-miR-216b-3p" 0 1 8
"815" "hsa-miR-208b-5p" 0 1 8
"816" "hsa-miR-208b-3p" 0 1 8
"817" "hsa-miR-920" 0 1 8
"818" "hsa-miR-921" 0 1 8
"819" "hsa-miR-922" 0 1 8
"820" "hsa-miR-924" 0 1 8
"821" "hsa-miR-509-3-5p" 4 1 8
"822" "hsa-miR-933" 0 1 8
"823" "hsa-miR-934" 6 1 8
"824" "hsa-miR-935" 7 1 8
"825" "hsa-miR-936" 2 1 8
"826" "hsa-miR-937-5p" 1 1 8
"827" "hsa-miR-937-3p" 8 1 8
"828" "hsa-miR-938" 0 1 8
"829" "hsa-miR-939-5p" 8 1 8
"830" "hsa-miR-939-3p" 1 1 8
"831" "hsa-miR-940" 4 1 8
"832" "hsa-miR-941" 8 1 8
"833" "hsa-miR-942-5p" 8 1 8
"834" "hsa-miR-942-3p" 4 1 8
"835" "hsa-miR-943" 6 1 8
"836" "hsa-miR-944" 5 1 8
"837" "hsa-miR-297" 0 1 8
"838" "hsa-miR-1178-5p" 0 1 8
"839" "hsa-miR-1178-3p" 0 1 8
"840" "hsa-miR-1179" 0 1 8
"841" "hsa-miR-1180-5p" 0 1 8
"842" "hsa-miR-1180-3p" 8 1 8
"843" "hsa-miR-1181" 0 1 8
"844" "hsa-miR-1182" 0 1 8
"845" "hsa-miR-1183" 4 1 8
"846" "hsa-miR-1184" 0 1 8
"847" "hsa-miR-1225-5p" 0 1 8
"848" "hsa-miR-1225-3p" 0 1 8
"849" "hsa-miR-1226-5p" 5 1 8
"850" "hsa-miR-1226-3p" 7 1 8
"851" "hsa-miR-1227-5p" 1 1 8
"852" "hsa-miR-1227-3p" 7 1 8
"853" "hsa-miR-1228-5p" 3 1 8
"854" "hsa-miR-1228-3p" 1 1 8
"855" "hsa-miR-1229-5p" 1 1 8
"856" "hsa-miR-1229-3p" 6 1 8
"857" "hsa-miR-1231" 1 1 8
"858" "hsa-miR-1233-5p" 0 1 8
"859" "hsa-miR-1233-3p" 1 1 8
"860" "hsa-miR-1234-3p" 1 1 8
"861" "hsa-miR-1236-5p" 0 1 8
"862" "hsa-miR-1236-3p" 1 1 8
"863" "hsa-miR-1237-5p" 0 1 8
"864" "hsa-miR-1237-3p" 6 1 8
"865" "hsa-miR-1238-5p" 0 1 8
"866" "hsa-miR-1238-3p" 0 1 8
"867" "hsa-miR-1200" 0 1 8
"868" "hsa-miR-1202" 0 1 8
"869" "hsa-miR-1203" 0 1 8
"870" "hsa-miR-663b" 3 1 8
"871" "hsa-miR-1204" 0 1 8
"872" "hsa-miR-1205" 0 1 8
"873" "hsa-miR-1206" 0 1 8
"874" "hsa-miR-1207-5p" 1 1 8
"875" "hsa-miR-1207-3p" 0 1 8
"876" "hsa-miR-1208" 0 1 8
"877" "hsa-miR-548e-5p" 0 1 8
"878" "hsa-miR-548e-3p" 4 1 8
"879" "hsa-miR-548j-5p" 4 1 8
"880" "hsa-miR-548j-3p" 2 1 8
"881" "hsa-miR-1285-5p" 7 1 8
"882" "hsa-miR-1285-3p" 8 1 8
"883" "hsa-miR-1286" 1 1 8
"884" "hsa-miR-1287-5p" 8 1 8
"885" "hsa-miR-1287-3p" 2 1 8
"886" "hsa-miR-1289" 0 1 8
"887" "hsa-miR-1290" 1 1 8
"888" "hsa-miR-1291" 8 1 8
"889" "hsa-miR-548k" 5 1 8
"890" "hsa-miR-1293" 8 1 8
"891" "hsa-miR-1294" 6 1 8
"892" "hsa-miR-1295a" 0 1 8
"893" "hsa-miR-1297" 2 1 8
"894" "hsa-miR-1299" 1 1 8
"895" "hsa-miR-548l" 2 1 8
"896" "hsa-miR-1302" 0 1 8
"897" "hsa-miR-1303" 8 1 8
"898" "hsa-miR-1304-5p" 8 1 8
"899" "hsa-miR-1304-3p" 0 1 8
"900" "hsa-miR-1305" 0 1 8
"901" "hsa-miR-1243" 0 1 8
"902" "hsa-miR-548f-5p" 6 1 8
"903" "hsa-miR-548f-3p" 1 1 8
"904" "hsa-miR-1244" 1 1 8
"905" "hsa-miR-1245a" 0 1 8
"906" "hsa-miR-1246" 8 1 8
"907" "hsa-miR-1247-5p" 4 1 8
"908" "hsa-miR-1247-3p" 6 1 8
"909" "hsa-miR-1248" 8 1 8
"910" "hsa-miR-1249-5p" 0 1 8
"911" "hsa-miR-1249-3p" 5 1 8
"912" "hsa-miR-1250-5p" 0 1 8
"913" "hsa-miR-1250-3p" 0 1 8
"914" "hsa-miR-1251-5p" 0 1 8
"915" "hsa-miR-1251-3p" 0 1 8
"916" "hsa-miR-1253" 0 1 8
"917" "hsa-miR-1254" 8 1 8
"918" "hsa-miR-1255a" 8 1 8
"919" "hsa-miR-1256" 0 1 8
"920" "hsa-miR-1257" 6 1 8
"921" "hsa-miR-1258" 0 1 8
"922" "hsa-miR-1260a" 0 1 8
"923" "hsa-miR-548g-5p" 1 1 8
"924" "hsa-miR-548g-3p" 4 1 8
"925" "hsa-miR-1261" 0 1 8
"926" "hsa-miR-1262" 6 1 8
"927" "hsa-miR-1263" 0 1 8
"928" "hsa-miR-548n" 2 1 8
"929" "hsa-miR-548m" 0 1 8
"930" "hsa-miR-1265" 0 1 8
"931" "hsa-miR-548o-3p" 8 1 8
"932" "hsa-miR-1266-5p" 6 1 8
"933" "hsa-miR-1266-3p" 0 1 8
"934" "hsa-miR-1267" 0 1 8
"935" "hsa-miR-1268a" 6 1 8
"936" "hsa-miR-1269a" 3 1 8
"937" "hsa-miR-1270" 4 1 8
"938" "hsa-miR-1272" 0 1 8
"939" "hsa-miR-1273a" 0 1 8
"940" "hsa-miR-548h-5p" 0 1 8
"941" "hsa-miR-548h-3p" 0 1 8
"942" "hsa-miR-1275" 8 1 8
"943" "hsa-miR-1276" 4 1 8
"944" "hsa-miR-302e" 0 1 8
"945" "hsa-miR-302f" 0 1 8
"946" "hsa-miR-1277-5p" 4 1 8
"947" "hsa-miR-1277-3p" 1 1 8
"948" "hsa-miR-548p" 1 1 8
"949" "hsa-miR-548i" 0 1 8
"950" "hsa-miR-1278" 5 1 8
"951" "hsa-miR-1279" 0 1 8
"952" "hsa-miR-1281" 0 1 8
"953" "hsa-miR-1282" 0 1 8
"954" "hsa-miR-1284" 3 1 8
"955" "hsa-miR-1288-5p" 0 1 8
"956" "hsa-miR-1288-3p" 5 1 8
"957" "hsa-miR-1292-5p" 8 1 8
"958" "hsa-miR-1292-3p" 6 1 8
"959" "hsa-miR-1252-5p" 1 1 8
"960" "hsa-miR-1252-3p" 0 1 8
"961" "hsa-miR-1255b-5p" 3 1 8
"962" "hsa-miR-1255b-2-3p" 0 1 8
"963" "hsa-miR-664a-5p" 8 1 8
"964" "hsa-miR-664a-3p" 7 1 8
"965" "hsa-miR-1306-5p" 4 1 8
"966" "hsa-miR-1306-3p" 8 1 8
"967" "hsa-miR-1307-5p" 8 1 8
"968" "hsa-miR-1307-3p" 8 1 8
"969" "hsa-miR-513b-5p" 0 1 8
"970" "hsa-miR-513b-3p" 0 1 8
"971" "hsa-miR-513c-5p" 1 1 8
"972" "hsa-miR-513c-3p" 0 1 8
"973" "hsa-miR-1321" 0 1 8
"974" "hsa-miR-1322" 1 1 8
"975" "hsa-miR-1197" 0 1 8
"976" "hsa-miR-1324" 0 1 8
"977" "hsa-miR-1469" 0 1 8
"978" "hsa-miR-1470" 0 1 8
"979" "hsa-miR-1471" 1 1 8
"980" "hsa-miR-1537-5p" 0 1 8
"981" "hsa-miR-1537-3p" 0 1 8
"982" "hsa-miR-1538" 4 1 8
"983" "hsa-miR-1539" 0 1 8
"984" "hsa-miR-103b" 8 1 8
"985" "hsa-miR-320d" 8 1 8
"986" "hsa-miR-1825" 0 1 8
"987" "hsa-miR-1827" 7 1 8
"988" "hsa-miR-1908-5p" 6 1 8
"989" "hsa-miR-1908-3p" 0 1 8
"990" "hsa-miR-1909-5p" 1 1 8
"991" "hsa-miR-1909-3p" 0 1 8
"992" "hsa-miR-1910-5p" 7 1 8
"993" "hsa-miR-1910-3p" 4 1 8
"994" "hsa-miR-1911-5p" 0 1 8
"995" "hsa-miR-1911-3p" 0 1 8
"996" "hsa-miR-1912" 0 1 8
"997" "hsa-miR-1913" 0 1 8
"998" "hsa-miR-1914-5p" 4 1 8
"999" "hsa-miR-1914-3p" 0 1 8
"1000" "hsa-miR-1915-5p" 1 1 8
"1001" "hsa-miR-1915-3p" 0 1 8
"1002" "hsv1-miR-H2-5p" 0 1 8
"1003" "hsv1-miR-H2-3p" 0 1 8
"1004" "hsv1-miR-H3-5p" 0 1 8
"1005" "hsv1-miR-H3-3p" 0 1 8
"1006" "hsv1-miR-H4-5p" 0 1 8
"1007" "hsv1-miR-H4-3p" 0 1 8
"1008" "hsv1-miR-H5-5p" 0 1 8
"1009" "hsv1-miR-H5-3p" 0 1 8
"1010" "hsv1-miR-H6-5p" 0 1 8
"1011" "hsv1-miR-H6-3p" 0 1 8
"1012" "hsa-miR-1972" 8 1 8
"1013" "hsa-miR-1973" 0 1 8
"1014" "hsa-miR-1976" 4 1 8
"1015" "hsa-miR-2052" 0 1 8
"1016" "hsa-miR-2053" 0 1 8
"1017" "hsa-miR-2054" 0 1 8
"1018" "hsa-miR-2110" 8 1 8
"1019" "hsa-miR-2114-5p" 0 1 8
"1020" "hsa-miR-2114-3p" 0 1 8
"1021" "hsa-miR-2115-5p" 0 1 8
"1022" "hsa-miR-2115-3p" 0 1 8
"1023" "hsa-miR-2116-5p" 0 1 8
"1024" "hsa-miR-2116-3p" 4 1 8
"1025" "hsa-miR-2117" 0 1 8
"1026" "hsa-miR-548q" 5 1 8
"1027" "hsv2-miR-H3" 0 1 8
"1028" "hsv2-miR-H4-5p" 0 1 8
"1029" "hsv2-miR-H4-3p" 0 1 8
"1030" "hsv2-miR-H2" 0 1 8
"1031" "hsa-miR-2276-5p" 0 1 8
"1032" "hsa-miR-2276-3p" 4 1 8
"1033" "hsa-miR-2277-5p" 7 1 8
"1034" "hsa-miR-2277-3p" 2 1 8
"1035" "hsa-miR-2278" 1 1 8
"1036" "hsa-miR-2681-5p" 0 1 8
"1037" "hsa-miR-2681-3p" 0 1 8
"1038" "hsa-miR-2682-5p" 3 1 8
"1039" "hsa-miR-2682-3p" 0 1 8
"1040" "hsv1-miR-H7-5p" 0 1 8
"1041" "hsv1-miR-H7-3p" 0 1 8
"1042" "hsv1-miR-H8-5p" 0 1 8
"1043" "hsv1-miR-H8-3p" 0 1 8
"1044" "hsa-miR-711" 1 1 8
"1045" "hsa-miR-718" 0 1 8
"1046" "hsa-miR-2861" 0 1 8
"1047" "hsa-miR-2909" 0 1 8
"1048" "hsv2-miR-H7-5p" 0 1 8
"1049" "hsv2-miR-H7-3p" 0 1 8
"1050" "hsv2-miR-H9-5p" 0 1 8
"1051" "hsv2-miR-H9-3p" 0 1 8
"1052" "hsv2-miR-H10" 6 1 8
"1053" "hsv1-miR-H11" 0 1 8
"1054" "hsv1-miR-H12" 0 1 8
"1055" "hsv1-miR-H13" 0 1 8
"1056" "hsv1-miR-H14-5p" 0 1 8
"1057" "hsv1-miR-H14-3p" 0 1 8
"1058" "hsv1-miR-H15" 0 1 8
"1059" "hsv1-miR-H16" 0 1 8
"1060" "hsv1-miR-H17" 0 1 8
"1061" "hsv1-miR-H18" 0 1 8
"1062" "hsv2-miR-H11-5p" 0 1 8
"1063" "hsv2-miR-H11-3p" 0 1 8
"1064" "hsv2-miR-H12" 0 1 8
"1065" "hsv2-miR-H13" 0 1 8
"1066" "hsv2-miR-H19" 0 1 8
"1067" "hsv2-miR-H20" 0 1 8
"1068" "hsv2-miR-H21" 0 1 8
"1069" "hsv2-miR-H22" 0 1 8
"1070" "hsv2-miR-H23-5p" 0 1 8
"1071" "hsv2-miR-H23-3p" 0 1 8
"1072" "hsv2-miR-H24" 0 1 8
"1073" "hsv2-miR-H25" 0 1 8
"1074" "hsa-miR-3115" 1 1 8
"1075" "hsa-miR-3116" 1 1 8
"1076" "hsa-miR-3117-5p" 0 1 8
"1077" "hsa-miR-3117-3p" 0 1 8
"1078" "hsa-miR-3118" 0 1 8
"1079" "hsa-miR-3119" 0 1 8
"1080" "hsa-miR-3120-5p" 0 1 8
"1081" "hsa-miR-3120-3p" 1 1 8
"1082" "hsa-miR-3121-5p" 0 1 8
"1083" "hsa-miR-3121-3p" 2 1 8
"1084" "hsa-miR-3122" 0 1 8
"1085" "hsa-miR-3123" 0 1 8
"1086" "hsa-miR-3124-5p" 2 1 8
"1087" "hsa-miR-3124-3p" 0 1 8
"1088" "hsa-miR-548s" 0 1 8
"1089" "hsa-miR-3125" 0 1 8
"1090" "hsa-miR-3126-5p" 0 1 8
"1091" "hsa-miR-3126-3p" 0 1 8
"1092" "hsa-miR-3127-5p" 4 1 8
"1093" "hsa-miR-3127-3p" 6 1 8
"1094" "hsa-miR-3128" 3 1 8
"1095" "hsa-miR-3129-5p" 0 1 8
"1096" "hsa-miR-3129-3p" 0 1 8
"1097" "hsa-miR-3130-5p" 0 1 8
"1098" "hsa-miR-3130-3p" 3 1 8
"1099" "hsa-miR-3131" 1 1 8
"1100" "hsa-miR-3132" 0 1 8
"1101" "hsa-miR-3133" 5 1 8
"1102" "hsa-miR-378b" 3 1 8
"1103" "hsa-miR-3134" 0 1 8
"1104" "hsa-miR-3135a" 0 1 8
"1105" "hsa-miR-466" 0 1 8
"1106" "hsa-miR-3136-5p" 0 1 8
"1107" "hsa-miR-3136-3p" 0 1 8
"1108" "hsa-miR-544b" 0 1 8
"1109" "hsa-miR-3137" 0 1 8
"1110" "hsa-miR-3138" 5 1 8
"1111" "hsa-miR-3139" 0 1 8
"1112" "hsa-miR-3140-5p" 0 1 8
"1113" "hsa-miR-3140-3p" 3 1 8
"1114" "hsa-miR-548t-5p" 1 1 8
"1115" "hsa-miR-548t-3p" 0 1 8
"1116" "hsa-miR-3141" 3 1 8
"1117" "hsa-miR-3142" 0 1 8
"1118" "hsa-miR-3143" 0 1 8
"1119" "hsa-miR-548u" 4 1 8
"1120" "hsa-miR-3144-5p" 1 1 8
"1121" "hsa-miR-3144-3p" 5 1 8
"1122" "hsa-miR-3145-5p" 0 1 8
"1123" "hsa-miR-3145-3p" 1 1 8
"1124" "hsa-miR-1273c" 1 1 8
"1125" "hsa-miR-3146" 3 1 8
"1126" "hsa-miR-3147" 0 1 8
"1127" "hsa-miR-548v" 1 1 8
"1128" "hsa-miR-3148" 6 1 8
"1129" "hsa-miR-3149" 1 1 8
"1130" "hsa-miR-3150a-5p" 6 1 8
"1131" "hsa-miR-3150a-3p" 1 1 8
"1132" "hsa-miR-3151-5p" 0 1 8
"1133" "hsa-miR-3151-3p" 0 1 8
"1134" "hsa-miR-3152-5p" 0 1 8
"1135" "hsa-miR-3152-3p" 0 1 8
"1136" "hsa-miR-3153" 0 1 8
"1137" "hsa-miR-3074-5p" 8 1 8
"1138" "hsa-miR-3074-3p" 7 1 8
"1139" "hsa-miR-3154" 0 1 8
"1140" "hsa-miR-3155a" 1 1 8
"1141" "hsa-miR-3156-5p" 0 1 8
"1142" "hsa-miR-3156-3p" 0 1 8
"1143" "hsa-miR-3157-5p" 0 1 8
"1144" "hsa-miR-3157-3p" 3 1 8
"1145" "hsa-miR-3158-5p" 0 1 8
"1146" "hsa-miR-3158-3p" 8 1 8
"1147" "hsa-miR-3159" 0 1 8
"1148" "hsa-miR-3160-5p" 0 1 8
"1149" "hsa-miR-3160-3p" 0 1 8
"1150" "hsa-miR-3161" 2 1 8
"1151" "hsa-miR-3162-5p" 1 1 8
"1152" "hsa-miR-3162-3p" 0 1 8
"1153" "hsa-miR-3163" 0 1 8
"1154" "hsa-miR-3164" 3 1 8
"1155" "hsa-miR-3165" 0 1 8
"1156" "hsa-miR-3166" 1 1 8
"1157" "hsa-miR-1260b" 8 1 8
"1158" "hsa-miR-3167" 0 1 8
"1159" "hsa-miR-3168" 4 1 8
"1160" "hsa-miR-3169" 0 1 8
"1161" "hsa-miR-3170" 1 1 8
"1162" "hsa-miR-3171" 0 1 8
"1163" "hsa-miR-3173-5p" 7 1 8
"1164" "hsa-miR-3173-3p" 1 1 8
"1165" "hsa-miR-1193" 0 1 8
"1166" "hsa-miR-323b-5p" 0 1 8
"1167" "hsa-miR-323b-3p" 0 1 8
"1168" "hsa-miR-3174" 8 1 8
"1169" "hsa-miR-3175" 1 1 8
"1170" "hsa-miR-3176" 7 1 8
"1171" "hsa-miR-3177-5p" 0 1 8
"1172" "hsa-miR-3177-3p" 8 1 8
"1173" "hsa-miR-3178" 0 1 8
"1174" "hsa-miR-3179" 2 1 8
"1175" "hsa-miR-3180-5p" 0 1 8
"1176" "hsa-miR-3180-3p" 6 1 8
"1177" "hsa-miR-548w" 0 1 8
"1178" "hsa-miR-3181" 0 1 8
"1179" "hsa-miR-3182" 8 1 8
"1180" "hsa-miR-3183" 0 1 8
"1181" "hsa-miR-3184-5p" 8 1 8
"1182" "hsa-miR-3184-3p" 8 1 8
"1183" "hsa-miR-3185" 0 1 8
"1184" "hsa-miR-3065-5p" 5 1 8
"1185" "hsa-miR-3065-3p" 4 1 8
"1186" "hsa-miR-3186-5p" 0 1 8
"1187" "hsa-miR-3186-3p" 0 1 8
"1188" "hsa-miR-3187-5p" 3 1 8
"1189" "hsa-miR-3187-3p" 8 1 8
"1190" "hsa-miR-3188" 5 1 8
"1191" "hsa-miR-3189-5p" 0 1 8
"1192" "hsa-miR-3189-3p" 1 1 8
"1193" "hsa-miR-320e" 6 1 8
"1194" "hsa-miR-3190-5p" 0 1 8
"1195" "hsa-miR-3190-3p" 0 1 8
"1196" "hsa-miR-3191-5p" 5 1 8
"1197" "hsa-miR-3191-3p" 1 1 8
"1198" "hsa-miR-3192-5p" 4 1 8
"1199" "hsa-miR-3192-3p" 0 1 8
"1200" "hsa-miR-3193" 3 1 8
"1201" "hsa-miR-3194-5p" 0 1 8
"1202" "hsa-miR-3194-3p" 0 1 8
"1203" "hsa-miR-3195" 6 1 8
"1204" "hsa-miR-3196" 7 1 8
"1205" "hsa-miR-548x-5p" 1 1 8
"1206" "hsa-miR-548x-3p" 0 1 8
"1207" "hsa-miR-3197" 0 1 8
