"pancreatic.cancer" "pancreatic.cancer" "num_rep" "sample_num"
"1208" "hsa-miR-3198" 2 1 8
"1209" "hsa-miR-3199" 3 1 8
"1210" "hsa-miR-3200-5p" 0 1 8
"1211" "hsa-miR-3200-3p" 4 1 8
"1212" "hsa-miR-3201" 2 1 8
"1213" "hsa-miR-514b-5p" 0 1 8
"1214" "hsa-miR-514b-3p" 0 1 8
"1215" "hsa-miR-3202" 0 1 8
"1216" "hsa-miR-1273d" 7 1 8
"1217" "hsv2-miR-H5" 0 1 8
"1218" "hsv2-miR-H6-5p" 0 1 8
"1219" "hsv2-miR-H6-3p" 0 1 8
"1220" "hsa-miR-4295" 0 1 8
"1221" "hsa-miR-4296" 0 1 8
"1222" "hsa-miR-4297" 0 1 8
"1223" "hsa-miR-378c" 8 1 8
"1224" "hsa-miR-4293" 0 1 8
"1225" "hsa-miR-4294" 0 1 8
"1226" "hsa-miR-4301" 3 1 8
"1227" "hsa-miR-4299" 0 1 8
"1228" "hsa-miR-4298" 0 1 8
"1229" "hsa-miR-4300" 0 1 8
"1230" "hsa-miR-4304" 0 1 8
"1231" "hsa-miR-4302" 0 1 8
"1232" "hsa-miR-4303" 0 1 8
"1233" "hsa-miR-4305" 0 1 8
"1234" "hsa-miR-4306" 0 1 8
"1235" "hsa-miR-4309" 0 1 8
"1236" "hsa-miR-4307" 0 1 8
"1237" "hsa-miR-4308" 0 1 8
"1238" "hsa-miR-4310" 0 1 8
"1239" "hsa-miR-4311" 0 1 8
"1240" "hsa-miR-4312" 0 1 8
"1241" "hsa-miR-4313" 0 1 8
"1242" "hsa-miR-4315" 0 1 8
"1243" "hsa-miR-4316" 0 1 8
"1244" "hsa-miR-4314" 0 1 8
"1245" "hsa-miR-4318" 0 1 8
"1246" "hsa-miR-4319" 0 1 8
"1247" "hsa-miR-4320" 0 1 8
"1248" "hsa-miR-4317" 0 1 8
"1249" "hsa-miR-4322" 0 1 8
"1250" "hsa-miR-4321" 0 1 8
"1251" "hsa-miR-4323" 0 1 8
"1252" "hsa-miR-4324" 1 1 8
"1253" "hsa-miR-4256" 0 1 8
"1254" "hsa-miR-4257" 0 1 8
"1255" "hsa-miR-4258" 0 1 8
"1256" "hsa-miR-4259" 0 1 8
"1257" "hsa-miR-4260" 0 1 8
"1258" "hsa-miR-4253" 0 1 8
"1259" "hsa-miR-4251" 0 1 8
"1260" "hsa-miR-4254" 0 1 8
"1261" "hsa-miR-4255" 0 1 8
"1262" "hsa-miR-4252" 0 1 8
"1263" "hsa-miR-4325" 3 1 8
"1264" "hsa-miR-4326" 6 1 8
"1265" "hsa-miR-4327" 0 1 8
"1266" "hsa-miR-4261" 0 1 8
"1267" "hsa-miR-4265" 0 1 8
"1268" "hsa-miR-4266" 0 1 8
"1269" "hsa-miR-4267" 0 1 8
"1270" "hsa-miR-4262" 0 1 8
"1271" "hsa-miR-2355-5p" 0 1 8
"1272" "hsa-miR-2355-3p" 3 1 8
"1273" "hsa-miR-4268" 0 1 8
"1274" "hsa-miR-4269" 0 1 8
"1275" "hsa-miR-4263" 0 1 8
"1276" "hsa-miR-4264" 0 1 8
"1277" "hsa-miR-4270" 0 1 8
"1278" "hsa-miR-4271" 0 1 8
"1279" "hsa-miR-4272" 0 1 8
"1280" "hsa-miR-4273" 0 1 8
"1281" "hsa-miR-4276" 0 1 8
"1282" "hsa-miR-4275" 0 1 8
"1283" "hsa-miR-4274" 0 1 8
"1284" "hsa-miR-4281" 0 1 8
"1285" "hsa-miR-4277" 0 1 8
"1286" "hsa-miR-4279" 0 1 8
"1287" "hsa-miR-4278" 0 1 8
"1288" "hsa-miR-4280" 0 1 8
"1289" "hsa-miR-4282" 0 1 8
"1290" "hsa-miR-4285" 0 1 8
"1291" "hsa-miR-4283" 0 1 8
"1292" "hsa-miR-4284" 8 1 8
"1293" "hsa-miR-4286" 7 1 8
"1294" "hsa-miR-4287" 0 1 8
"1295" "hsa-miR-4288" 0 1 8
"1296" "hsa-miR-4292" 0 1 8
"1297" "hsa-miR-4289" 7 1 8
"1298" "hsa-miR-4290" 0 1 8
"1299" "hsa-miR-4291" 0 1 8
"1300" "hsa-miR-4329" 0 1 8
"1301" "hsa-miR-4330" 1 1 8
"1302" "hsa-miR-500b-5p" 0 1 8
"1303" "hsa-miR-500b-3p" 7 1 8
"1304" "hsa-miR-4328" 0 1 8
"1305" "hsa-miR-3605-5p" 8 1 8
"1306" "hsa-miR-3605-3p" 8 1 8
"1307" "hsa-miR-3606-5p" 0 1 8
"1308" "hsa-miR-3606-3p" 0 1 8
"1309" "hsa-miR-3607-5p" 1 1 8
"1310" "hsa-miR-3607-3p" 8 1 8
"1311" "hsa-miR-3609" 2 1 8
"1312" "hsa-miR-3610" 0 1 8
"1313" "hsa-miR-3611" 0 1 8
"1314" "hsa-miR-3612" 0 1 8
"1315" "hsa-miR-3613-5p" 6 1 8
"1316" "hsa-miR-3613-3p" 3 1 8
"1317" "hsa-miR-3614-5p" 6 1 8
"1318" "hsa-miR-3614-3p" 0 1 8
"1319" "hsa-miR-3615" 8 1 8
"1320" "hsa-miR-3616-5p" 1 1 8
"1321" "hsa-miR-3616-3p" 0 1 8
"1322" "hsa-miR-3617-5p" 1 1 8
"1323" "hsa-miR-3617-3p" 0 1 8
"1324" "hsa-miR-3618" 0 1 8
"1325" "hsa-miR-3619-5p" 0 1 8
"1326" "hsa-miR-3619-3p" 0 1 8
"1327" "hsa-miR-23c" 2 1 8
"1328" "hsa-miR-3620-5p" 7 1 8
"1329" "hsa-miR-3620-3p" 1 1 8
"1330" "hsa-miR-3621" 0 1 8
"1331" "hsa-miR-3622a-5p" 2 1 8
"1332" "hsa-miR-3622a-3p" 1 1 8
"1333" "hsa-miR-3622b-5p" 0 1 8
"1334" "hsa-miR-3622b-3p" 0 1 8
"1335" "hsa-miR-3646" 3 1 8
"1336" "hsa-miR-3648" 2 1 8
"1337" "hsa-miR-3649" 0 1 8
"1338" "hsa-miR-3650" 0 1 8
"1339" "hsa-miR-3651" 4 1 8
"1340" "hsa-miR-3652" 1 1 8
"1341" "hsa-miR-3653-5p" 5 1 8
"1342" "hsa-miR-3653-3p" 8 1 8
"1343" "hsa-miR-3654" 0 1 8
"1344" "hsa-miR-3655" 0 1 8
"1345" "hsa-miR-3656" 4 1 8
"1346" "hsa-miR-3657" 0 1 8
"1347" "hsa-miR-3658" 0 1 8
"1348" "hsa-miR-1273e" 4 1 8
"1349" "hsa-miR-3659" 0 1 8
"1350" "hsa-miR-3660" 1 1 8
"1351" "hsa-miR-3661" 4 1 8
"1352" "hsa-miR-3662" 8 1 8
"1353" "hsa-miR-3663-5p" 1 1 8
"1354" "hsa-miR-3663-3p" 0 1 8
"1355" "hsa-miR-3664-5p" 0 1 8
"1356" "hsa-miR-3664-3p" 4 1 8
"1357" "hsa-miR-3665" 0 1 8
"1358" "hsa-miR-3666" 0 1 8
"1359" "hsa-miR-3667-5p" 0 1 8
"1360" "hsa-miR-3667-3p" 0 1 8
"1361" "hsa-miR-3668" 0 1 8
"1362" "hsa-miR-3670" 0 1 8
"1363" "hsa-miR-3671" 0 1 8
"1364" "hsa-miR-3672" 0 1 8
"1365" "hsa-miR-3674" 0 1 8
"1366" "hsa-miR-3675-5p" 1 1 8
"1367" "hsa-miR-3675-3p" 1 1 8
"1368" "hsa-miR-3677-5p" 0 1 8
"1369" "hsa-miR-3677-3p" 2 1 8
"1370" "hsa-miR-3678-5p" 0 1 8
"1371" "hsa-miR-3678-3p" 0 1 8
"1372" "hsa-miR-3679-5p" 8 1 8
"1373" "hsa-miR-3679-3p" 0 1 8
"1374" "hsa-miR-3680-5p" 0 1 8
"1375" "hsa-miR-3680-3p" 0 1 8
"1376" "hsa-miR-3681-5p" 1 1 8
"1377" "hsa-miR-3681-3p" 0 1 8
"1378" "hsa-miR-3682-5p" 0 1 8
"1379" "hsa-miR-3682-3p" 1 1 8
"1380" "hsa-miR-3683" 0 1 8
"1381" "hsa-miR-3684" 1 1 8
"1382" "hsa-miR-3685" 1 1 8
"1383" "hsa-miR-3686" 0 1 8
"1384" "hsa-miR-3687" 7 1 8
"1385" "hsa-miR-3688-5p" 0 1 8
"1386" "hsa-miR-3688-3p" 2 1 8
"1387" "hsa-miR-3689a-5p" 0 1 8
"1388" "hsa-miR-3689a-3p" 0 1 8
"1389" "hsa-miR-3690" 1 1 8
"1390" "hsa-miR-3691-5p" 7 1 8
"1391" "hsa-miR-3691-3p" 0 1 8
"1392" "hsa-miR-3692-5p" 0 1 8
"1393" "hsa-miR-3692-3p" 0 1 8
"1394" "hsa-miR-3713" 0 1 8
"1395" "hsa-miR-3714" 0 1 8
"1396" "hsa-miR-3180" 1 1 8
"1397" "hsa-miR-3907" 0 1 8
"1398" "hsa-miR-3689b-5p" 0 1 8
"1399" "hsa-miR-3689b-3p" 0 1 8
"1400" "hsa-miR-3908" 0 1 8
"1401" "hsa-miR-3909" 8 1 8
"1402" "hsa-miR-3910" 0 1 8
"1403" "hsa-miR-3911" 3 1 8
"1404" "hsa-miR-3912-5p" 0 1 8
"1405" "hsa-miR-3912-3p" 5 1 8
"1406" "hsa-miR-3913-5p" 5 1 8
"1407" "hsa-miR-3913-3p" 5 1 8
"1408" "hsa-miR-3914" 0 1 8
"1409" "hsa-miR-3915" 0 1 8
"1410" "hsa-miR-3916" 3 1 8
"1411" "hsa-miR-3917" 3 1 8
"1412" "hsa-miR-3918" 3 1 8
"1413" "hsa-miR-3919" 0 1 8
"1414" "hsa-miR-3150b-5p" 0 1 8
"1415" "hsa-miR-3150b-3p" 1 1 8
"1416" "hsa-miR-3920" 0 1 8
"1417" "hsa-miR-3921" 0 1 8
"1418" "hsa-miR-3922-5p" 0 1 8
"1419" "hsa-miR-3922-3p" 2 1 8
"1420" "hsa-miR-3923" 0 1 8
"1421" "hsa-miR-3924" 0 1 8
"1422" "hsa-miR-3925-5p" 0 1 8
"1423" "hsa-miR-3925-3p" 0 1 8
"1424" "hsa-miR-3926" 0 1 8
"1425" "hsa-miR-3927-5p" 0 1 8
"1426" "hsa-miR-3927-3p" 0 1 8
"1427" "hsa-miR-676-5p" 0 1 8
"1428" "hsa-miR-676-3p" 2 1 8
"1429" "hsa-miR-3928-5p" 0 1 8
"1430" "hsa-miR-3928-3p" 7 1 8
"1431" "hsa-miR-3929" 7 1 8
"1432" "hsa-miR-3934-5p" 8 1 8
"1433" "hsa-miR-3934-3p" 0 1 8
"1434" "hsa-miR-3935" 0 1 8
"1435" "hsa-miR-3936" 1 1 8
"1436" "hsa-miR-3937" 0 1 8
"1437" "hsa-miR-3938" 0 1 8
"1438" "hsa-miR-548y" 0 1 8
"1439" "hsa-miR-3939" 0 1 8
"1440" "hsa-miR-3940-5p" 4 1 8
"1441" "hsa-miR-3940-3p" 6 1 8
"1442" "hsa-miR-3941" 1 1 8
"1443" "hsa-miR-3942-5p" 1 1 8
"1444" "hsa-miR-3942-3p" 0 1 8
"1445" "hsa-miR-3943" 0 1 8
"1446" "hsa-miR-3944-5p" 1 1 8
"1447" "hsa-miR-3944-3p" 3 1 8
"1448" "hsa-miR-3945" 0 1 8
"1449" "hsa-miR-374c-5p" 0 1 8
"1450" "hsa-miR-374c-3p" 7 1 8
"1451" "hsa-miR-642b-5p" 8 1 8
"1452" "hsa-miR-642b-3p" 0 1 8
"1453" "hsa-miR-550b-2-5p" 1 1 8
"1454" "hsa-miR-550b-3p" 0 1 8
"1455" "hsa-miR-548z" 0 1 8
"1456" "hsa-miR-548aa" 1 1 8
"1457" "hsa-miR-548o-5p" 0 1 8
"1458" "hsa-miR-1268b" 6 1 8
"1459" "hsa-miR-378e" 8 1 8
"1460" "hsa-miR-548ab" 0 1 8
"1461" "hsa-miR-4417" 2 1 8
"1462" "hsa-miR-4418" 0 1 8
"1463" "hsa-miR-4419a" 0 1 8
"1464" "hsa-miR-378f" 8 1 8
"1465" "hsa-miR-4420" 2 1 8
"1466" "hsa-miR-4421" 1 1 8
"1467" "hsa-miR-4422" 0 1 8
"1468" "hsa-miR-4423-5p" 0 1 8
"1469" "hsa-miR-4423-3p" 0 1 8
"1470" "hsa-miR-378g" 8 1 8
"1471" "hsa-miR-548ac" 0 1 8
"1472" "hsa-miR-4424" 0 1 8
"1473" "hsa-miR-4425" 2 1 8
"1474" "hsa-miR-4426" 2 1 8
"1475" "hsa-miR-4427" 0 1 8
"1476" "hsa-miR-4428" 0 1 8
"1477" "hsa-miR-4429" 8 1 8
"1478" "hsa-miR-4430" 0 1 8
"1479" "hsa-miR-548ad-5p" 0 1 8
"1480" "hsa-miR-548ad-3p" 0 1 8
"1481" "hsa-miR-4431" 1 1 8
"1482" "hsa-miR-4432" 0 1 8
"1483" "hsa-miR-4433a-5p" 0 1 8
"1484" "hsa-miR-4433a-3p" 0 1 8
"1485" "hsa-miR-4434" 0 1 8
"1486" "hsa-miR-4435" 5 1 8
"1487" "hsa-miR-4436a" 0 1 8
"1488" "hsa-miR-4437" 0 1 8
"1489" "hsa-miR-548ae-3p" 1 1 8
"1490" "hsa-miR-548ae-5p" 0 1 8
"1491" "hsa-miR-4438" 0 1 8
"1492" "hsa-miR-4439" 0 1 8
"1493" "hsa-miR-4440" 2 1 8
"1494" "hsa-miR-4441" 0 1 8
"1495" "hsa-miR-4442" 1 1 8
"1496" "hsa-miR-4443" 8 1 8
"1497" "hsa-miR-4444" 1 1 8
"1498" "hsa-miR-4445-5p" 0 1 8
"1499" "hsa-miR-4445-3p" 0 1 8
"1500" "hsa-miR-4446-5p" 0 1 8
"1501" "hsa-miR-4446-3p" 3 1 8
"1502" "hsa-miR-4447" 0 1 8
"1503" "hsa-miR-4448" 5 1 8
"1504" "hsa-miR-4449" 3 1 8
"1505" "hsa-miR-548ag" 2 1 8
"1506" "hsa-miR-4450" 0 1 8
"1507" "hsa-miR-548ah-5p" 0 1 8
"1508" "hsa-miR-548ah-3p" 3 1 8
"1509" "hsa-miR-4451" 0 1 8
"1510" "hsa-miR-4452" 0 1 8
"1511" "hsa-miR-4453" 0 1 8
"1512" "hsa-miR-4454" 8 1 8
"1513" "hsa-miR-4455" 1 1 8
"1514" "hsa-miR-4456" 0 1 8
"1515" "hsa-miR-4457" 0 1 8
"1516" "hsa-miR-4458" 2 1 8
"1517" "hsa-miR-4459" 0 1 8
"1518" "hsa-miR-4460" 0 1 8
"1519" "hsa-miR-4461" 8 1 8
"1520" "hsa-miR-378h" 8 1 8
"1521" "hsa-miR-3135b" 0 1 8
"1522" "hsa-miR-4462" 0 1 8
"1523" "hsa-miR-4463" 1 1 8
"1524" "hsa-miR-4464" 0 1 8
"1525" "hsa-miR-548ai" 0 1 8
"1526" "hsa-miR-548aj-3p" 0 1 8
"1527" "hsa-miR-548aj-5p" 1 1 8
"1528" "hsa-miR-4465" 0 1 8
"1529" "hsa-miR-4466" 6 1 8
"1530" "hsa-miR-4467" 4 1 8
"1531" "hsa-miR-4468" 0 1 8
"1532" "hsa-miR-4469" 0 1 8
"1533" "hsa-miR-4470" 8 1 8
"1534" "hsa-miR-4471" 0 1 8
"1535" "hsa-miR-4472" 0 1 8
"1536" "hsa-miR-4473" 5 1 8
"1537" "hsa-miR-4474-5p" 0 1 8
"1538" "hsa-miR-4474-3p" 0 1 8
"1539" "hsa-miR-4475" 0 1 8
"1540" "hsa-miR-4476" 0 1 8
"1541" "hsa-miR-4477a" 0 1 8
"1542" "hsa-miR-4477b" 0 1 8
"1543" "hsa-miR-4478" 0 1 8
"1544" "hsa-miR-3689c" 0 1 8
"1545" "hsa-miR-3689d" 0 1 8
"1546" "hsa-miR-3689e" 0 1 8
"1547" "hsa-miR-3689f" 0 1 8
"1548" "hsa-miR-4479" 3 1 8
"1549" "hsa-miR-3155b" 1 1 8
"1550" "hsa-miR-548ak" 1 1 8
"1551" "hsa-miR-4480" 0 1 8
"1552" "hsa-miR-4481" 0 1 8
"1553" "hsa-miR-4482-5p" 0 1 8
"1554" "hsa-miR-4482-3p" 2 1 8
"1555" "hsa-miR-4483" 7 1 8
"1556" "hsa-miR-4484" 4 1 8
"1557" "hsa-miR-4485-5p" 0 1 8
"1558" "hsa-miR-4485-3p" 8 1 8
"1559" "hsa-miR-4486" 0 1 8
"1560" "hsa-miR-4487" 0 1 8
"1561" "hsa-miR-4488" 8 1 8
"1562" "hsa-miR-4489" 1 1 8
"1563" "hsa-miR-548al" 0 1 8
"1564" "hsa-miR-4490" 0 1 8
"1565" "hsa-miR-4491" 0 1 8
"1566" "hsa-miR-4492" 3 1 8
"1567" "hsa-miR-4493" 0 1 8
"1568" "hsa-miR-4494" 0 1 8
"1569" "hsa-miR-4495" 0 1 8
"1570" "hsa-miR-4496" 0 1 8
"1571" "hsa-miR-4497" 8 1 8
"1572" "hsa-miR-4498" 7 1 8
"1573" "hsa-miR-4419b" 0 1 8
"1574" "hsa-miR-4499" 0 1 8
"1575" "hsa-miR-4500" 8 1 8
"1576" "hsa-miR-4501" 1 1 8
"1577" "hsa-miR-4502" 7 1 8
"1578" "hsa-miR-4503" 0 1 8
"1579" "hsa-miR-4504" 3 1 8
"1580" "hsa-miR-4505" 0 1 8
"1581" "hsa-miR-4506" 0 1 8
"1582" "hsa-miR-2392" 0 1 8
"1583" "hsa-miR-4507" 0 1 8
"1584" "hsa-miR-4508" 7 1 8
"1585" "hsa-miR-4509" 0 1 8
"1586" "hsa-miR-4510" 0 1 8
"1587" "hsa-miR-4511" 2 1 8
"1588" "hsa-miR-4512" 1 1 8
"1589" "hsa-miR-4513" 0 1 8
"1590" "hsa-miR-4514" 0 1 8
"1591" "hsa-miR-4515" 1 1 8
"1592" "hsa-miR-4516" 6 1 8
"1593" "hsa-miR-4517" 3 1 8
"1594" "hsa-miR-4518" 0 1 8
"1595" "hsa-miR-4519" 0 1 8
"1596" "hsa-miR-4520-5p" 0 1 8
"1597" "hsa-miR-4520-3p" 0 1 8
"1598" "hsa-miR-4521" 8 1 8
"1599" "hsa-miR-1269b" 1 1 8
"1600" "hsa-miR-4522" 1 1 8
"1601" "hsa-miR-4523" 0 1 8
"1602" "hsa-miR-4524a-5p" 0 1 8
"1603" "hsa-miR-4524a-3p" 1 1 8
"1604" "hsa-miR-4525" 0 1 8
"1605" "hsa-miR-4526" 0 1 8
"1606" "hsa-miR-4527" 0 1 8
"1607" "hsa-miR-4528" 0 1 8
"1608" "hsa-miR-4529-5p" 0 1 8
"1609" "hsa-miR-4529-3p" 0 1 8
"1610" "hsa-miR-4530" 0 1 8
"1611" "hsa-miR-4531" 0 1 8
"1612" "hsa-miR-4532" 1 1 8
"1613" "hsa-miR-4533" 3 1 8
"1614" "hsa-miR-4534" 0 1 8
"1615" "hsa-miR-378i" 8 1 8
"1616" "hsa-miR-4535" 0 1 8
"1617" "hsa-miR-548am-5p" 0 1 8
"1618" "hsa-miR-548am-3p" 4 1 8
"1619" "hsa-miR-1587" 0 1 8
"1620" "hsa-miR-4536-5p" 0 1 8
"1621" "hsa-miR-4536-3p" 0 1 8
"1622" "hsa-miR-548an" 0 1 8
"1623" "hsa-miR-4537" 0 1 8
"1624" "hsa-miR-4538" 0 1 8
"1625" "hsa-miR-4539" 0 1 8
"1626" "hsa-miR-4540" 0 1 8
"1627" "hsa-miR-3960" 2 1 8
"1628" "hsa-miR-3972" 0 1 8
"1629" "hsa-miR-3973" 0 1 8
"1630" "hsa-miR-3974" 0 1 8
"1631" "hsa-miR-3975" 0 1 8
"1632" "hsa-miR-3976" 0 1 8
"1633" "hsa-miR-3977" 0 1 8
"1634" "hsa-miR-3978" 0 1 8
"1635" "hsa-miR-4632-5p" 1 1 8
"1636" "hsa-miR-4632-3p" 0 1 8
"1637" "hsa-miR-4633-5p" 0 1 8
"1638" "hsa-miR-4633-3p" 0 1 8
"1639" "hsa-miR-4634" 0 1 8
"1640" "hsa-miR-4635" 0 1 8
"1641" "hsa-miR-4636" 0 1 8
"1642" "hsa-miR-4637" 0 1 8
"1643" "hsa-miR-4638-5p" 4 1 8
"1644" "hsa-miR-4638-3p" 1 1 8
"1645" "hsa-miR-4639-5p" 0 1 8
"1646" "hsa-miR-4639-3p" 0 1 8
"1647" "hsa-miR-4640-5p" 2 1 8
"1648" "hsa-miR-4640-3p" 0 1 8
"1649" "hsa-miR-4641" 0 1 8
"1650" "hsa-miR-4642" 0 1 8
"1651" "hsa-miR-4643" 0 1 8
"1652" "hsa-miR-4644" 1 1 8
"1653" "hsa-miR-4645-5p" 0 1 8
"1654" "hsa-miR-4645-3p" 4 1 8
"1655" "hsa-miR-4646-5p" 1 1 8
"1656" "hsa-miR-4646-3p" 2 1 8
"1657" "hsa-miR-4647" 5 1 8
"1658" "hsa-miR-4648" 4 1 8
"1659" "hsa-miR-4649-5p" 0 1 8
"1660" "hsa-miR-4649-3p" 0 1 8
"1661" "hsa-miR-4650-5p" 0 1 8
"1662" "hsa-miR-4650-3p" 0 1 8
"1663" "hsa-miR-4651" 0 1 8
"1664" "hsa-miR-4652-5p" 1 1 8
"1665" "hsa-miR-4652-3p" 0 1 8
"1666" "hsa-miR-4653-5p" 0 1 8
"1667" "hsa-miR-4653-3p" 1 1 8
"1668" "hsa-miR-4654" 1 1 8
"1669" "hsa-miR-4655-5p" 0 1 8
"1670" "hsa-miR-4655-3p" 0 1 8
"1671" "hsa-miR-4656" 0 1 8
"1672" "hsa-miR-4657" 2 1 8
"1673" "hsa-miR-4658" 3 1 8
"1674" "hsa-miR-4659a-5p" 0 1 8
"1675" "hsa-miR-4659a-3p" 4 1 8
"1676" "hsa-miR-4660" 3 1 8
"1677" "hsa-miR-4661-5p" 8 1 8
"1678" "hsa-miR-4661-3p" 0 1 8
"1679" "hsa-miR-4662a-5p" 2 1 8
"1680" "hsa-miR-4662a-3p" 0 1 8
"1681" "hsa-miR-4659b-5p" 0 1 8
"1682" "hsa-miR-4659b-3p" 0 1 8
"1683" "hsa-miR-4663" 0 1 8
"1684" "hsa-miR-4662b" 0 1 8
"1685" "hsa-miR-4664-5p" 0 1 8
"1686" "hsa-miR-4664-3p" 8 1 8
"1687" "hsa-miR-4665-5p" 4 1 8
"1688" "hsa-miR-4665-3p" 0 1 8
"1689" "hsa-miR-4666a-5p" 0 1 8
"1690" "hsa-miR-4666a-3p" 0 1 8
"1691" "hsa-miR-4667-5p" 1 1 8
"1692" "hsa-miR-4667-3p" 0 1 8
"1693" "hsa-miR-4668-5p" 5 1 8
"1694" "hsa-miR-4668-3p" 0 1 8
"1695" "hsa-miR-219b-5p" 0 1 8
"1696" "hsa-miR-219b-3p" 0 1 8
"1697" "hsa-miR-4669" 2 1 8
"1698" "hsa-miR-4670-5p" 0 1 8
"1699" "hsa-miR-4670-3p" 0 1 8
"1700" "hsa-miR-4671-5p" 4 1 8
"1701" "hsa-miR-4671-3p" 2 1 8
"1702" "hsa-miR-4672" 0 1 8
"1703" "hsa-miR-4673" 0 1 8
"1704" "hsa-miR-4674" 0 1 8
"1705" "hsa-miR-4675" 0 1 8
"1706" "hsa-miR-4676-5p" 2 1 8
"1707" "hsa-miR-4676-3p" 2 1 8
"1708" "hsa-miR-4677-5p" 3 1 8
"1709" "hsa-miR-4677-3p" 7 1 8
"1710" "hsa-miR-4678" 0 1 8
"1711" "hsa-miR-4679" 0 1 8
"1712" "hsa-miR-4680-5p" 0 1 8
"1713" "hsa-miR-4680-3p" 0 1 8
"1714" "hsa-miR-4681" 0 1 8
"1715" "hsa-miR-4682" 0 1 8
"1716" "hsa-miR-4683" 2 1 8
"1717" "hsa-miR-4684-5p" 1 1 8
"1718" "hsa-miR-4684-3p" 4 1 8
"1719" "hsa-miR-4685-5p" 0 1 8
"1720" "hsa-miR-4685-3p" 2 1 8
"1721" "hsa-miR-4686" 0 1 8
"1722" "hsa-miR-4687-5p" 0 1 8
"1723" "hsa-miR-4687-3p" 1 1 8
"1724" "hsa-miR-1343-5p" 1 1 8
"1725" "hsa-miR-1343-3p" 7 1 8
"1726" "hsa-miR-4688" 2 1 8
"1727" "hsa-miR-4689" 0 1 8
"1728" "hsa-miR-4690-5p" 2 1 8
"1729" "hsa-miR-4690-3p" 3 1 8
"1730" "hsa-miR-4691-5p" 0 1 8
"1731" "hsa-miR-4691-3p" 0 1 8
"1732" "hsa-miR-4692" 0 1 8
"1733" "hsa-miR-4693-5p" 0 1 8
"1734" "hsa-miR-4693-3p" 1 1 8
"1735" "hsa-miR-4694-5p" 0 1 8
"1736" "hsa-miR-4694-3p" 0 1 8
"1737" "hsa-miR-4695-5p" 0 1 8
"1738" "hsa-miR-4695-3p" 1 1 8
"1739" "hsa-miR-4696" 0 1 8
"1740" "hsa-miR-4697-5p" 1 1 8
"1741" "hsa-miR-4697-3p" 0 1 8
"1742" "hsa-miR-4698" 0 1 8
"1743" "hsa-miR-4699-5p" 0 1 8
"1744" "hsa-miR-4699-3p" 1 1 8
"1745" "hsa-miR-4700-5p" 1 1 8
"1746" "hsa-miR-4700-3p" 0 1 8
"1747" "hsa-miR-4701-5p" 0 1 8
"1748" "hsa-miR-4701-3p" 0 1 8
"1749" "hsa-miR-4703-5p" 0 1 8
"1750" "hsa-miR-4703-3p" 0 1 8
"1751" "hsa-miR-4704-5p" 0 1 8
"1752" "hsa-miR-4704-3p" 0 1 8
"1753" "hsa-miR-4705" 0 1 8
"1754" "hsa-miR-4706" 0 1 8
"1755" "hsa-miR-4707-5p" 2 1 8
"1756" "hsa-miR-4707-3p" 1 1 8
"1757" "hsa-miR-4708-5p" 0 1 8
"1758" "hsa-miR-4708-3p" 3 1 8
"1759" "hsa-miR-4709-5p" 2 1 8
"1760" "hsa-miR-4709-3p" 6 1 8
"1761" "hsa-miR-203b-5p" 7 1 8
"1762" "hsa-miR-203b-3p" 3 1 8
"1763" "hsa-miR-4710" 3 1 8
"1764" "hsa-miR-4711-5p" 0 1 8
"1765" "hsa-miR-4711-3p" 0 1 8
"1766" "hsa-miR-4712-5p" 0 1 8
"1767" "hsa-miR-4712-3p" 0 1 8
"1768" "hsa-miR-4713-5p" 5 1 8
"1769" "hsa-miR-4713-3p" 0 1 8
"1770" "hsa-miR-4714-5p" 0 1 8
"1771" "hsa-miR-4714-3p" 0 1 8
"1772" "hsa-miR-4715-5p" 0 1 8
"1773" "hsa-miR-4715-3p" 0 1 8
"1774" "hsa-miR-4716-5p" 0 1 8
"1775" "hsa-miR-4716-3p" 0 1 8
"1776" "hsa-miR-3529-5p" 1 1 8
"1777" "hsa-miR-3529-3p" 8 1 8
"1778" "hsa-miR-4717-5p" 2 1 8
"1779" "hsa-miR-4717-3p" 0 1 8
"1780" "hsa-miR-4718" 0 1 8
"1781" "hsa-miR-4719" 0 1 8
"1782" "hsa-miR-4720-5p" 0 1 8
"1783" "hsa-miR-4720-3p" 0 1 8
"1784" "hsa-miR-4721" 4 1 8
"1785" "hsa-miR-4722-5p" 0 1 8
"1786" "hsa-miR-4722-3p" 0 1 8
"1787" "hsa-miR-4520-2-3p" 0 1 8
"1788" "hsa-miR-4723-5p" 0 1 8
"1789" "hsa-miR-4723-3p" 0 1 8
"1790" "hsa-miR-451b" 0 1 8
"1791" "hsa-miR-4724-5p" 1 1 8
"1792" "hsa-miR-4724-3p" 0 1 8
"1793" "hsa-miR-4725-5p" 1 1 8
"1794" "hsa-miR-4725-3p" 2 1 8
"1795" "hsa-miR-4726-5p" 4 1 8
"1796" "hsa-miR-4726-3p" 0 1 8
"1797" "hsa-miR-4727-5p" 0 1 8
"1798" "hsa-miR-4727-3p" 0 1 8
"1799" "hsa-miR-4728-5p" 0 1 8
"1800" "hsa-miR-4728-3p" 4 1 8
"1801" "hsa-miR-4729" 0 1 8
"1802" "hsa-miR-4730" 0 1 8
"1803" "hsa-miR-4731-5p" 0 1 8
"1804" "hsa-miR-4731-3p" 0 1 8
